,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,audio_features,2yLa0QULdQr0qAIvVwN6B5,spotify:track:2yLa0QULdQr0qAIvVwN6B5,https://api.spotify.com/v1/tracks/2yLa0QULdQr0qAIvVwN6B5,https://api.spotify.com/v1/audio-analysis/2yLa0QULdQr0qAIvVwN6B5,208187,4
1,0.687,0.845,7,-4.37,1,0.0576,0.1,0.0,0.0452,0.809,87.972,audio_features,4Vxu50qVrQcycjRyJQaZLC,spotify:track:4Vxu50qVrQcycjRyJQaZLC,https://api.spotify.com/v1/tracks/4Vxu50qVrQcycjRyJQaZLC,https://api.spotify.com/v1/audio-analysis/4Vxu50qVrQcycjRyJQaZLC,190227,4
2,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,audio_features,6b8Be6ljOzmkOmFslEb23P,spotify:track:6b8Be6ljOzmkOmFslEb23P,https://api.spotify.com/v1/tracks/6b8Be6ljOzmkOmFslEb23P,https://api.spotify.com/v1/audio-analysis/6b8Be6ljOzmkOmFslEb23P,225983,4
3,0.624,0.876,9,-3.374,1,0.1,0.0735,0.0,0.327,0.781,99.943,audio_features,0afhq8XCExXpqazXczTSve,spotify:track:0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/tracks/0afhq8XCExXpqazXczTSve,https://api.spotify.com/v1/audio-analysis/0afhq8XCExXpqazXczTSve,170827,4
4,0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,audio_features,1HNkqx9Ahdgi1Ixy2xkKkL,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/tracks/1HNkqx9Ahdgi1Ixy2xkKkL,https://api.spotify.com/v1/audio-analysis/1HNkqx9Ahdgi1Ixy2xkKkL,258987,4
5,0.765,0.523,2,-4.333,1,0.03,0.184,3.56e-05,0.132,0.394,104.988,audio_features,1rfofaqEpACxVEHIZBJe6W,spotify:track:1rfofaqEpACxVEHIZBJe6W,https://api.spotify.com/v1/tracks/1rfofaqEpACxVEHIZBJe6W,https://api.spotify.com/v1/audio-analysis/1rfofaqEpACxVEHIZBJe6W,217307,4
6,0.612,0.28,0,-8.648,1,0.0434,0.932,0.0,0.088,0.387,72.795,audio_features,0nJW01T7XtvILxQgC5J7Wh,spotify:track:0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/audio-analysis/0nJW01T7XtvILxQgC5J7Wh,213827,4
7,0.415,0.538,9,-12.71,0,0.0368,0.4,0.767,0.0674,0.449,95.121,audio_features,6C2PfemHQul77DVpnvuAIs,spotify:track:6C2PfemHQul77DVpnvuAIs,https://api.spotify.com/v1/tracks/6C2PfemHQul77DVpnvuAIs,https://api.spotify.com/v1/audio-analysis/6C2PfemHQul77DVpnvuAIs,170240,4
8,0.783,0.61,7,-6.124,1,0.0696,0.343,0.0,0.0983,0.418,100.047,audio_features,5o3GnrcFtvkdf3zFznuSbA,spotify:track:5o3GnrcFtvkdf3zFznuSbA,https://api.spotify.com/v1/tracks/5o3GnrcFtvkdf3zFznuSbA,https://api.spotify.com/v1/audio-analysis/5o3GnrcFtvkdf3zFznuSbA,214265,4
9,0.781,0.445,2,-6.061,1,0.0295,0.474,0.0,0.184,0.591,78.998,audio_features,34gCuhDGsG4bRPIf9bb02f,spotify:track:34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/tracks/34gCuhDGsG4bRPIf9bb02f,https://api.spotify.com/v1/audio-analysis/34gCuhDGsG4bRPIf9bb02f,281560,4
10,0.471,0.924,8,-3.906,1,0.0586,0.00301,0.0,0.313,0.725,154.961,audio_features,3528IXKpbb7OMjdjWYlbfD,spotify:track:3528IXKpbb7OMjdjWYlbfD,https://api.spotify.com/v1/tracks/3528IXKpbb7OMjdjWYlbfD,https://api.spotify.com/v1/audio-analysis/3528IXKpbb7OMjdjWYlbfD,177280,4
11,0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.121,0.75,85.984,audio_features,0VwNdo84DaVYLIkbVO86ND,spotify:track:0VwNdo84DaVYLIkbVO86ND,https://api.spotify.com/v1/tracks/0VwNdo84DaVYLIkbVO86ND,https://api.spotify.com/v1/audio-analysis/0VwNdo84DaVYLIkbVO86ND,193147,4
12,0.652,0.802,7,-6.114,1,0.181,0.0871,6.45e-06,0.148,0.295,170.157,audio_features,0TvQLMecTE8utzoNmvXRbK,spotify:track:0TvQLMecTE8utzoNmvXRbK,https://api.spotify.com/v1/tracks/0TvQLMecTE8utzoNmvXRbK,https://api.spotify.com/v1/audio-analysis/0TvQLMecTE8utzoNmvXRbK,211933,4
13,0.421,0.873,10,-4.343,1,0.0564,0.0654,0.0,0.123,0.629,84.786,audio_features,7wMq5n8mYSKlQIGECKUgTX,spotify:track:7wMq5n8mYSKlQIGECKUgTX,https://api.spotify.com/v1/tracks/7wMq5n8mYSKlQIGECKUgTX,https://api.spotify.com/v1/audio-analysis/7wMq5n8mYSKlQIGECKUgTX,202533,4
14,0.743,0.752,4,-4.813,1,0.0414,0.0188,0.0,0.287,0.545,110.015,audio_features,1XGmzt0PVuFgQYYnV2It7A,spotify:track:1XGmzt0PVuFgQYYnV2It7A,https://api.spotify.com/v1/tracks/1XGmzt0PVuFgQYYnV2It7A,https://api.spotify.com/v1/audio-analysis/1XGmzt0PVuFgQYYnV2It7A,231173,4
15,0.748,0.788,1,-7.055,1,0.0334,0.0591,0.0,0.0863,0.884,120.076,audio_features,2iuZJX9X9P0GKaE93xcPjk,spotify:track:2iuZJX9X9P0GKaE93xcPjk,https://api.spotify.com/v1/tracks/2iuZJX9X9P0GKaE93xcPjk,https://api.spotify.com/v1/audio-analysis/2iuZJX9X9P0GKaE93xcPjk,235493,4
16,0.702,0.795,1,-4.764,1,0.0568,0.329,0.0,0.0505,0.836,83.961,audio_features,0JcKdUGNR7zI4jJDLyYXbi,spotify:track:0JcKdUGNR7zI4jJDLyYXbi,https://api.spotify.com/v1/tracks/0JcKdUGNR7zI4jJDLyYXbi,https://api.spotify.com/v1/audio-analysis/0JcKdUGNR7zI4jJDLyYXbi,247587,4
17,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,audio_features,0KKkJNfGyhkQ5aFogxQAPU,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,206693,4
18,0.536,0.768,10,-5.948,0,0.0347,0.00433,0.0,0.114,0.545,77.217,audio_features,2Bs4jQEGMycglOfWPBqrVG,spotify:track:2Bs4jQEGMycglOfWPBqrVG,https://api.spotify.com/v1/tracks/2Bs4jQEGMycglOfWPBqrVG,https://api.spotify.com/v1/audio-analysis/2Bs4jQEGMycglOfWPBqrVG,228133,4
19,0.609,0.668,7,-4.284,1,0.0367,0.0552,0.0,0.167,0.811,80.924,audio_features,3DXncPQOG4VBw3QHh3S817,spotify:track:3DXncPQOG4VBw3QHh3S817,https://api.spotify.com/v1/tracks/3DXncPQOG4VBw3QHh3S817,https://api.spotify.com/v1/audio-analysis/3DXncPQOG4VBw3QHh3S817,288600,4
20,0.553,0.664,8,-7.417,1,0.0741,0.0709,0.0056,0.106,0.467,140.06,audio_features,3fVnlF4pGqWI9flVENcT28,spotify:track:3fVnlF4pGqWI9flVENcT28,https://api.spotify.com/v1/tracks/3fVnlF4pGqWI9flVENcT28,https://api.spotify.com/v1/audio-analysis/3fVnlF4pGqWI9flVENcT28,220440,4
21,0.799,0.539,1,-6.351,1,0.0421,0.199,1.66e-05,0.165,0.394,136.948,audio_features,5Z3GHaZ6ec9bsiI5BenrbY,spotify:track:5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/tracks/5Z3GHaZ6ec9bsiI5BenrbY,https://api.spotify.com/v1/audio-analysis/5Z3GHaZ6ec9bsiI5BenrbY,202547,4
22,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,audio_features,3U5JVgI2x4rDyHGObzJfNf,spotify:track:3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/tracks/3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/audio-analysis/3U5JVgI2x4rDyHGObzJfNf,259333,4
23,0.778,0.549,1,-6.144,1,0.0473,0.0549,0.0,0.0724,0.802,133.041,audio_features,3zSCNTXI7Ed0PiidZVmzIe,spotify:track:3zSCNTXI7Ed0PiidZVmzIe,https://api.spotify.com/v1/tracks/3zSCNTXI7Ed0PiidZVmzIe,https://api.spotify.com/v1/audio-analysis/3zSCNTXI7Ed0PiidZVmzIe,186040,4
24,0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,audio_features,5tVA6TkbaAH9QMITTQRrNv,spotify:track:5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/tracks/5tVA6TkbaAH9QMITTQRrNv,https://api.spotify.com/v1/audio-analysis/5tVA6TkbaAH9QMITTQRrNv,256000,4
25,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,audio_features,3yrSvpt2l1xhsV9Em88Pul,spotify:track:3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/tracks/3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/audio-analysis/3yrSvpt2l1xhsV9Em88Pul,183307,4
26,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993,audio_features,4fINc8dnfcz7AdhFYVA4i7,spotify:track:4fINc8dnfcz7AdhFYVA4i7,https://api.spotify.com/v1/tracks/4fINc8dnfcz7AdhFYVA4i7,https://api.spotify.com/v1/audio-analysis/4fINc8dnfcz7AdhFYVA4i7,192200,4
