,position,interpret,title,songwriters,producers,label,last_week,peak,week_date,week_nr
14,15,Elton John & Dua Lipa,Cold Heart (PNAU Remix),"E.John, B.J.P.Taupin, P.Mayes, N.Littlemore, S.Littlemore","N.Littlemore, P.Mayes, S.Littlemore, C.Thomas, G.Dudgeon",Rocket/Mercury/EMI/Interscope,16,7,2022-04-30,17
15,16,Adele,Easy On Me,"A.L.B.Adkins, G.Kurstin",G.Kurstin,Columbia,17,1,2022-04-30,17
16,17,Doja Cat,Need To Know,"A.Z.Dlamini, L.S.Gottwald",Dr. Luke,Kemosabe/RCA,20,8,2022-04-30,17
17,18,The Weeknd & Ariana Grande,Save Your Tears,"A.Tesfaye, A.Balshe, J.Quenneville, Max Martin, O.T.Holter, A.Grande","Max Martin, O.T.Holter, The Weeknd",XO/Republic,23,1,2022-04-30,17
18,19,Post Malone & The Weeknd,One Right Now,"A.R.Post, A.Tesfaye, L.B.Bell, B.D.Lee, A.Bolooki, B.Walsh, D.London","L.Bell, B.D.Lee, A.Bolooki",Republic,24,6,2022-04-30,17
19,20,Lil Baby,In A Minute,"D.A.Jones, K.Hasegawa, E.Hayes, E.J.Goulding, J.Eliot, H.New","KaiGoinKrazy, Haze",Quality Control/Motown/Capitol,14,14,2022-04-30,17
20,21,Dua Lipa,Levitating,"C.Coffee Jr., S.Kozmeniuk, S.T.Hudson, D.Lipa, J.L.Kirk","KOZ, S.D.Price",Warner,21,2,2022-04-30,17
21,22,Cody Johnson,'Til You Can't,"B.M.Stennis, M.Rogers",T.W.Willmon,CoJo/Warner Music Nashville/WMN,22,18,2022-04-30,17
22,23,Lil Nas X & Jack Harlow,Industry Baby,"M.L.Hill, D.M.A.Baptiste, D.C.Snyder, N.Lee, J.T.Harlow, Ye, M.Williams, R.Cubina, R.Lenzo","Ye, Take A Daytrip, N.Lee",Columbia,19,1,2022-04-30,17
23,24,Becky G X Karol G,MAMIII,"R.M.Gomez, D.Echavarria Oviedo, E.Rose, Karol G",Ovy On The Drums,Kemosabe/RCA/Sony Music Latin,30,15,2022-04-30,17
24,25,Camila Cabello Featuring Ed Sheeran,Bam Bam,"K.C.Cabello, E.C.Sheeran, E.B.Frederic, E.Barrera, C.Alara, Scott Harris","Ricky Reed, C.Alara, E.Barrera",Epic,25,23,2022-04-30,17
25,26,Muni Long,Hrs And Hrs,"Priscilla Renea, T.Harrell, H.Aaabi, D.Graham, J.N.Zim, B.John-Baptiste","D.Graham, R.Tiller",Supergiant/Def Jam,26,16,2022-04-30,17
26,27,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",We Don't Talk About Bruno,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,18,1,2022-04-30,17
27,28,Lil Baby,Right On,"D.A.Jones, J.D.Canady",ATL Jacob,Quality Control/Motown/Capitol,13,13,2022-04-30,17
28,29,Cole Swindell / Lainey Wilson,Never Say Never,"J.L.Alexander, C.Swindell, C.McGill",Z.Crowell,Broken Bow/Warner Music Nashville/WMN,27,27,2022-04-30,17
29,30,Luke Combs,Doin' This,"L.Combs, D.Parker, R.Williford","L.Combs, Chip Matthews, J.D.Singleton",River House/Columbia Nashville,31,27,2022-04-30,17
30,31,Morgan Wallen,Wasted On You,"M.Wallen, E.K.Smith, J.Thompson, Charlie Handsome","J.Moi, J.Durrett",Republic/Big Loud,36,9,2022-04-30,17
31,32,Walker Hayes,AA,"W.Hayes, S.McAnally, L.Laird","W.Hayes, J.Thibodeau, S.McAnally",Monument,32,32,2022-04-30,17
32,33,Olivia Rodrigo,Good 4 U,"O.Rodrigo, D.L.Nigro, J.N.Farro, H.Williams","D.Nigro, Alexander 23",Geffen/Interscope,28,1,2022-04-30,17
33,34,Megan Thee Stallion & Dua Lipa,Sweetest Pie,"M.J.Pete, J.I.Parker, S.Kozmeniuk, N.A.A.Charles, C.Coffee Jr., D.Lipa","OG Parker, KOZ",1501 Certified/300,33,15,2022-04-30,17
34,35,Lauren Spencer-Smith,Fingers Crossed,"L.Spencer-Smith, J.Erixson, F.Hall",J.Erixson,Three Name/Island/Republic,34,19,2022-04-30,17
35,36,SZA,I Hate U,"S.I.Rowe, R.Bisel, C.Lang, C.Fayne, D.Wiggins","R.Bisel, C.Lang, thankgod4cody, Dylan Patrice",Top Dawg/RCA,29,7,2022-04-30,17
36,37,Dove Cameron,Boyfriend,"D.Cameron, Delacey, S.Stonestreet, E.Blair",E.Blair,Disruptor/Columbia,44,37,2022-04-30,17
37,38,JNR CHOI & Sam Tompkins,To The Moon!,"J.Bhasker, P.M.Lawrence II, A.Levine, A.Winkler, Bruno Mars",Parked Up,JNR CHOI/Black Butter/Epic,42,38,2022-04-30,17
38,39,Doja Cat & The Weeknd,You Right,"A.Z.Dlamini, L.S.Gottwald, A.Tesfaye",Dr. Luke,Kemosabe/RCA,37,11,2022-04-30,17
39,40,Em Beihold,Numb Little Bug,"E.Beihold, N.Lopez, A.DeCaro","D.Caton, Falconry, E.Hill",Moon Projects/Republic,45,40,2022-04-30,17
40,41,Walker Hayes,Fancy Like,"W.Hayes, J.Jenkins, S.Stevens, C.Bartolini","W.Hayes, J.Thibodeau, S.McAnally",Monument/RCA,38,3,2022-04-30,17
41,42,Morgan Wallen,Sand In My Boots,"A.Gorley, M.W.Hardy, J.Osborne",J.Moi,Republic/Big Loud,48,30,2022-04-30,17
42,43,Lil Durk Featuring Gunna,What Happened To Virgil,"D.D.Banks, S.G.Kitchens, D.G.Jackson",Chopsquad DJ,Alamo,39,22,2022-04-30,17
43,44,Gunna & Future Featuring Young Thug,Pushin P,"S.G.Kitchens, N.D.Wilburn, J.L.Williams, W.T.Glass, L.DePante","Juke Wong, Wheezy",Gunna/Young Stoner Life/300,35,7,2022-04-30,17
44,45,"Dierks Bentley, BRELAND & HARDY",Beers On Me,"D.Bentley, D.Breland, R.Copperman, L.Dick, A.Gorley, M.W.Hardy, N.Galyon, N.Moon, B.Johnson","R.Copperman, D.Bentley",Capitol Nashville,41,40,2022-04-30,17
45,46,Tiesto & Ava Max,The Motto,"T.M.Verwest, P.J.R.Rycroft, P.Bowman, C.Valentina, A.A.Koci","Tiesto, Lostboy",Musical Freedom/Atlantic,49,42,2022-04-30,17
46,47,Tate McRae,She's All I Wanna Be,"T.McRae, G.Kurstin",G.Kurstin,RCA,50,44,2022-04-30,17
47,48,Shawn Mendes,When You're Gone,"S.Mendes, J.Shy, Scott Harris","J.Shy, S.Mendes",Island/Republic,52,38,2022-04-30,17
48,49,Jordan Davis Featuring Luke Bryan,Buy Dirt,"J.Davis, J.Davis, M.Jenkins, J.Jenkins",P.DiGiovanni,MCA Nashville,47,22,2022-04-30,17
49,50,Lizzo,About Damn Time,"B.Slatktin, E.B.Frederic, L.Price, M.McLaren, M.Jefferson, R.Larkins, S.Hague, T.M.Thomas","B.Slatkin, Ricky Reed",Nice Life/Atlantic,-,50,2022-04-30,17
50,51,"Kay Flock, Cardi B, Dougie B & Bory300",Shake It,"K.Perez, A.Howard, C.Wright, H.Dominguez, A.D.B.A.Thiam, L.Golding, N.Staples, T.E.Hall, Cardi B, J.K.Lanier Thorpe",Elias Beats,Capitol,-,51,2022-04-30,17
51,52,Charlie Puth,Light Switch,"C.Puth, J.K.Hindlin, J.Torrey",C.Puth,Atlantic,43,27,2022-04-30,17
52,53,Miranda Lambert,If I Was A Cowboy,"M.Lambert, J.Frasure","Jon Randall, L.Dick",Vanner/RCA Nashville,68,53,2022-04-30,17
53,54,Fireboy DML & Ed Sheeran,Peru,"Fireboy DML, E.C.Sheeran, I.Scott IV, Shizzi, K.O.Perine, O.C.Akerele",Shizzi,YBNL Nation/EMPIRE,53,53,2022-04-30,17
54,55,Lauren Spencer-Smith,Flowers,"L.Spencer-Smith, C.Ducrot",C.Ducrot,Three Name/Island/Republic,-,55,2022-04-30,17
55,56,Jack Harlow,Nail Tech,"J.T.Harlow, M.J.Samuels, S.L.Coleman, J.A.Sweet, A.Sims, J.Velazquez, R.Chahayed, M.D.Jones, D.Ford","Boi-1da, Coleman, J.A.Sweet, Fierce, BabeTruth, R.Chahayed",Generation Now/Atlantic,40,18,2022-04-30,17
56,57,Tyga X Doja Cat,Freaky Deaky,"A.Z.Dlamini, M.R.Nguyen-Stevenson, L.S.Gottwald, A.L.Cantu, M.L.Crook, B.Hamlin, R.J.Ogren, S.Vega","Dr. Luke, Ryan OG, M.L.Crook, BHam",Kemosabe/Last Kings/RCA/EMPIRE,60,43,2022-04-30,17
57,58,Sam Hunt,23,"S.L.Hunt, C.La Corte, S.McAnally, J.Osborne",C.La Corte,MCA Nashville,55,50,2022-04-30,17
58,59,Jason Aldean,Trouble With A Heartbreak,"B.Beavers, K.M.Allison, T.Kennedy, J.Morgan",M.Knox,Macon/Broken Bow,73,59,2022-04-30,17
59,60,Lil Durk Featuring Morgan Wallen,Broadway Girls,"D.D.Banks, M.Wallen, Charlie Handsome, E.K.Smith, R.H.Block, G.W.Block, J.S.Reeves, A.Izquierdo","Charlie Handsome, J.Reeves",Alamo,58,14,2022-04-30,17
60,61,Eric Church,Heart On Fire,E.Church,J.Joyce,EMI Nashville,63,56,2022-04-30,17
61,62,Summer Walker & SZA,No Love,"S.M.Walker, S.I.Rowe, S.A.de Sousa Ramos, C.J.Ocansey","FORTHENIGHT, Sonni",LVRN/Interscope,59,13,2022-04-30,17
62,63,Jessica Darrow,Surface Pressure,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,56,8,2022-04-30,17
63,64,Thomas Rhett,Slow Down Summer,"Thomas Rhett, R.Akins, S.M.Douglas, J.Frasure, A.Gorley","D.Huff, J.Frasure",Valory,51,43,2022-04-30,17
64,65,ERNEST Featuring Morgan Wallen,Flower Shops,"E.K.Smith, B.D/Burgess, M.L.Holman",J.Moi,Big Loud,67,64,2022-04-30,17
65,66,Carly Pearce & Ashley McBryde,Never Wanted To Be That Girl,"C.Pearce, S.McAnally, A.McBryde","S.McAnally, J.OSborne",Atlantic/Warner Music Nashville/Big Machine/WMN,65,63,2022-04-30,17
66,67,"Nardo Wick, Lil Baby & Future",Me Or Sum,"H.Walls, J.Guerrieri-Maril, B.J.Zayas, Jr., X.Martinez, D.Flores, E.Dionisopoulos, N.D.Wilburn, D.A.Jones","Z3N, DVLP",Flawless Ent./RCA,66,58,2022-04-30,17
67,68,Lil Durk,Ahhh Ha,"D.D.Banks, J.H.Luellen, B.L.Simmons, L.C.Ragland, K.Latos, B.Roke","J.Luellen, TM88, Too Dope!, Nuki, NFE Paris",Alamo,61,18,2022-04-30,17
68,69,HARDY,Give Heaven Some Hell,"M.W.Hardy, A.Gorley, B.Johnson, H.Phelps","J.Moi, D.Wells",Big Loud,76,69,2022-04-30,17
69,70,Russ Featuring Ktlyn,Handsomer,"Russ, K.M.Bonner",Russ,DIEMON,54,40,2022-04-30,17
70,71,Anitta,Envolver,"C.Andres Salazar, F.Montalvo Alicea, J.C.Cruz, J.M.Gonzalez Tavarez, Anitta",Subelo Neo,Warner/Warner Latina,74,70,2022-04-30,17
71,72,Nicki Minaj X Lil Baby,Do We Have A Problem?,"O.T.Maraj-Petty, D.A.Jones, J.Goods, A.Woart Jr.",Papi Yerr,Republic,70,2,2022-04-30,17
72,73,Doja Cat,Get Into It (Yuh),"A.Z.Dlamini, A.Starace, S.Y.T.Cheung","Y2K, Sully",Kemosabe/RCA,82,68,2022-04-30,17
73,74,Gucci Mane Featuring Lil Durk,Rumors,"B.L.Chambers, D.Moore, D.D.Banks, R.D.Davis","DJ MEECH, Tay Keith",Atlantic,77,51,2022-04-30,17
74,75,Parmalee,Take My Name,"M.Thomas, A.Gorley, D.Fanning, B.Johnson",D.Fanning,Stoney Creek,80,75,2022-04-30,17
75,76,Scotty McCreery,Damn Strait,"J.A.Collins, T.Tomlinson","F.Rogers, D.Wells, A.Eshuis",Triple Tigers,89,76,2022-04-30,17
76,77,Maren Morris,Circles Around This Town,"M.Morris, R.J.Hurd, Julia Michaels, J.Robbins",G.Kurstin,Columbia Nashville,57,52,2022-04-30,17
77,78,Lil Tjay,In My Head,"Lil Tjay, T.M.Thomas, T.Thomas, J.J.Desrouleaux, J.R.Rotem, K.P.Anderson, K.Jones","Yvng Finxssa, Yoshi",Columbia,64,33,2022-04-30,17
78,79,4*TOWN (From Disney And Pixar's Turning Red),Nobody Like U,"B.E.O'Connell, F.B.O'Connell",Finneas,Pixar/Walt Disney,72,49,2022-04-30,17
79,80,Yahritza y Su Esencia,Soy El Unico,Y.Y.Martinez,"R.Ruiz, A.Guerra, J.A.Martinez, Y.Y.Martinez, J.Y.Martinez",Lumbre,69,20,2022-04-30,17
80,81,The Walters,I Love You So,"C.Ekhaus, D.Wells, L.Olson, M.J.Tirabassi, W.Kosner","C.Ekhaus, The Walters",The Walters/Warner,86,71,2022-04-30,17
81,82,Blake Shelton,Come Back As A Country Boy,"M.W.Hardy, J.Thompson, J.M.Schmidt",S.Hendricks,Warner Music Nashville/WMN,84,81,2022-04-30,17
82,83,6ix9ine,GINE,"6ix9ine, L.Andzans, C.Peralta","Lenzo Beats, Cesar da Emperor",GINE,-,83,2022-04-30,17
83,84,"Fivio Foreign, Kanye West & Alicia Keys",City Of Gods,"Fivio Foreign, Ye, A.Taggart, Delacey, D.A.Abernathy, Jr., A.Lopez, A.Asif, M.Piper, H.Hamaal, C.D.Tejada, M.G.Dean, M.Williams, R.Cubina","Hemz, Ye, Tweek Tune, Mav, AyooAA, Ojivolta, The Chainsmokers, Dem Jointz",RichFish/Columbia,71,46,2022-04-30,17
84,85,5 Seconds Of Summer,Complete Mess,"M.Clifford, L.Hemmings, C.Hood, A.Irwin",M.Clifford,BMG,85,85,2022-04-30,17
85,86,Kane Brown,Leave You Alone,"K.Brown, J.Minton, J.M.Schmidt","M.Griffith, D.Huff",RCA Nashville,-,86,2022-04-30,17
86,87,Imagine Dragons,Bones,"D.Reynolds, W.Sermon, B.McKee, D.Platzman, R.L.Fredriksson, M.P.Larsson",Mattman & Robin,KIDinaKORNER/Interscope,94,87,2022-04-30,17
87,88,Gunna,Banking On Me,"S.G.Kitchens, L.T.Wayne, P.L.Johnson","Metro Boomin, P.L.Johnson",Gunna/Young Stoner Life/300,87,61,2022-04-30,17
88,89,Russell Dickerson & Jake Scott,She Likes It,"R.Dickerson, J.Scott, J.Kerr","J.Kerr, J.Scott",Triple Tigers,90,86,2022-04-30,17
89,90,Ari Lennox,Pressure,"C.S.Salter, J.Austin, J.Dupri Mauldin, B.M.Cox, J.Joesy, A.Parrino","J.Dupri, B.M.Cox",Dreamville/Interscope,92,66,2022-04-30,17
90,91,Rauw Alejandro & Chencho Corleone,Desesperados,"R.A.Ocasio Ruiz, O.J.Del Valle Vega, N.K.Segarra, J.Cedeno Echevarria, L.J.Gonzalez, J.M.Collazo Denis, E.L.Perez Rovira, J.E.Pizarro Ruiz","Dimelo Ninow, Dulce Como Candy, El Zorro, Mr. Naisgai",Duars/Sony Music Latin,98,91,2022-04-30,17
91,92,Lucky Daye,Over,"F.Lai, D.Brown, D.Emile II, C.DeVonish Jr, M.McGregor, I.Barias, C.Haggins, T.Johnson",D'Mile,Keep Cool/RCA,96,77,2022-04-30,17
92,93,"Stephanie Beatriz, Olga Merediz & Encanto Cast",The Family Madrigal,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,78,20,2022-04-30,17
93,94,Queen Naija & Big Sean,Hate Our Love,"Q.N.Bulls, S.M.Anderson, D.Gibbs, R.Johnson, M.Woods, P.McManus, K.White",M.Woods,Queen Naija/Capitol,-,88,2022-04-30,17
94,95,Sebastian Yatra,Dos Oruguitas,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,93,36,2022-04-30,17
95,96,Gunna Featuring Drake,P Power,"S.G.Kitchens, A.Graham, L.T.Wayne",Metro Boomin,Gunna/Young Stoner Life/300,91,24,2022-04-30,17
96,97,Yeat,Money So Big,Not Listed,Not Listed,TwizzyRich/Geffen/Interscope,-,95,2022-04-30,17
97,98,Coi Leray & Nicki Minaj,Blick Blick!,"B.Collins, O.T.Maraj-Petty, L.S.Gottwald, R.Valdes, R.J.Ogren, M.L.Crook, Kaine, A.T.R.Smith","Dr. Luke, Rocco Did It Again!, Ryan OG, M.L.Crook",Republic,95,37,2022-04-30,17
98,99,Bailey Zimmerman,Fall In Love,"A.R.Shawn, B.Zimmerman, G.Lucas",A.R.Shawn,Hurricane Bailey,-,99,2022-04-30,17
99,100,Daddy Yankee & Bad Bunny,X Ultima Vez,"R.L.ayala Rodriguez, B.A.Martinez Ocasio, M.E.Masis Fernandez, J.G.Rivera Vazquez, O.Maldonado Burgos","Daddy Yankee, Tainy",El Cartel/Republic,99,73,2022-04-30,17
