,position,interpret,title,songwriters,producers,label,last_week,peak,week_date,week_nr
12,13,Elton John & Dua Lipa,Cold Heart (PNAU Remix),"E.John, B.J.P.Taupin, P.Mayes, N.Littlemore, S.Littlemore","N.Littlemore, P.Mayes, S.Littlemore, C.Thomas, G.Dudgeon",Rocket/Mercury/EMI/Interscope,11,7,2022-03-26,12
13,14,Latto,Big Energy,"A.Stephens, L.S.Gottwald, V.Oliver, A.T.R.Smith, T.M.Thomas, Kaine, J.Lowe, A.Belew, C.Frantz, S.Stanley, T.Weymouth","Dr. Luke, V.Oliver",StreamCut/RCA,14,14,2022-03-26,12
14,15,Megan Thee Stallion & Dua Lipa,Sweetest Pie,"M.J.Pete, J.I.Parker, S.Kozmeniuk, N.A.A.Charles, C.Coffee Jr., D.Lipa","OG Parker, KOZ",1501 Certified/300,-,15,2022-03-26,12
15,16,Doja Cat,Need To Know,"A.Z.Dlamini, L.S.Gottwald",Dr. Luke,Kemosabe/RCA,13,8,2022-03-26,12
16,17,The Weeknd & Ariana Grande,Save Your Tears,"A.Tesfaye, A.Balshe, J.Quenneville, Max Martin, O.T.Holter, A.Grande","Max Martin, O.T.Holter, The Weeknd",XO/Republic,17,1,2022-03-26,12
17,18,Lil Durk,Ahhh Ha,"D.D.Banks, J.H.Luellen, B.L.Simmons, L.C.Ragland, K.Latos, B.Roke","J.Luellen, TM88, Too Dope!, Nuki, NFE Paris",Alamo,34,18,2022-03-26,12
18,19,Dua Lipa,Levitating,"C.Coffee Jr., S.Kozmeniuk, S.T.Hudson, D.Lipa, J.L.Kirk","KOZ, S.D.Price",Warner,16,2,2022-03-26,12
19,20,Gunna & Future Featuring Young Thug,Pushin P,"S.G.Kitchens, N.D.Wilburn, J.L.Williams, W.T.Glass, L.DePante","Juke Wong, Wheezy",Gunna/Young Stoner Life/300,18,7,2022-03-26,12
20,21,Lil Nas X & Jack Harlow,Industry Baby,"M.L.Hill, D.M.A.Baptiste, D.C.Snyder, N.Lee, J.T.Harlow, Ye, M.Williams, R.Cubina, R.Lenzo","Ye, Take A Daytrip, N.Lee",Columbia,19,1,2022-03-26,12
21,22,Cody Johnson,'Til You Can't,"B.M.Stennis, M.Rogers",T.W.Willmon,CoJo/Warner Music Nashville/WMN,25,22,2022-03-26,12
22,23,Post Malone & The Weeknd,One Right Now,"A.R.Post, A.Tesfaye, L.B.Bell, B.D.Lee, A.Bolooki, B.Walsh, D.London","L.Bell, B.D.Lee, A.Bolooki",Republic,21,6,2022-03-26,12
23,24,Lil Durk Featuring Gunna,What Happened To Virgil,"D.D.Banks, S.G.Kitchens, D.G.Jackson",Chopsquad DJ,Alamo,-,24,2022-03-26,12
24,25,SZA,I Hate U,"S.I.Rowe, R.Bisel, C.Lang, C.Fayne, D.Wiggins","R.Bisel, C.Lang, thankgod4cody, Dylan Patrice",Top Dawg/RCA,22,7,2022-03-26,12
25,26,Lil Durk Featuring Future,Petty Too,"D.D.Banks, N.D.Wilburn, R.L.Hughey, Jr., B.O.Hughey, A.Maani","iRoc, DJ Young Pharoah, Zypitano",Alamo,-,26,2022-03-26,12
26,27,Muni Long,Hrs And Hrs,"Priscilla Renea, T.Harrell, H.Aaabi, D.Graham, J.N.Zim, B.John-Baptiste","D.Graham, R.Tiller",Supergiant/Def Jam,24,16,2022-03-26,12
27,28,Becky G X Karol G,MAMIII,"R.M.Gomez, D.Echavarria Oviedo, E.Rose, Karol G",Ovy On The Drums,Kemosabe/RCA/Sony Music Latin,26,15,2022-03-26,12
28,29,Jessica Darrow,Surface Pressure,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,20,8,2022-03-26,12
29,30,Lil Durk,No Interviews,"D.D.Banks, T.Turner, H.Velasco","Touch Of Trent, Hoops",Alamo,-,30,2022-03-26,12
30,31,Doja Cat & The Weeknd,You Right,"A.Z.Dlamini, L.S.Gottwald, A.Tesfaye",Dr. Luke,Kemosabe/RCA,29,11,2022-03-26,12
31,32,Olivia Rodrigo,Good 4 U,"O.Rodrigo, D.L.Nigro, J.N.Farro, H.Williams","D.Nigro, Alexander 23",Geffen/Interscope,31,1,2022-03-26,12
32,33,Charlie Puth,Light Switch,"C.Puth, J.K.Hindlin, J.Torrey",C.Puth,Atlantic,27,27,2022-03-26,12
33,34,Lil Durk,Golden Child,"D.D.Banks, C.Ward, K.Gomringer, T.Gomringer, C.Pearson, J.D.Nelson","HITMAKA, Cubeatz, YC, Real Red",Alamo,-,34,2022-03-26,12
34,35,Jordan Davis Featuring Luke Bryan,Buy Dirt,"J.Davis, J.Davis, M.Jenkins, J.Jenkins",P.DiGiovanni,MCA Nashville,28,22,2022-03-26,12
35,36,Walker Hayes,Fancy Like,"W.Hayes, J.Jenkins, S.Stevens, C.Bartolini","W.Hayes, J.Thibodeau, S.McAnally",Monument/RCA,30,3,2022-03-26,12
36,37,Kevin Gates Featuring Juicy J,Thinking With My Dick,"J.McArthur, M.K.J.Gilyard, J.M.Houston, T.Thompson",A.McArthur,Bread Winners' Association/Atlantic,-,37,2022-03-26,12
37,38,Lauren Spencer-Smith,Fingers Crossed,"L.Spencer-Smith, J.Erixson, F.Hall",J.Erixson,Three Name/Island/Republic,35,19,2022-03-26,12
38,39,Camila Cabello Featuring Ed Sheeran,Bam Bam,"K.C.Cabello, E.C.Sheeran, E.B.Frederic, E.Barrera, C.Alara, Scott Harris","Ricky Reed, C.Alara, E.Barrera",Epic,23,23,2022-03-26,12
39,40,Russ Featuring Ktlyn,Handsomer,"Russ, K.M.Bonner",Russ,DIEMON,60,40,2022-03-26,12
40,41,CKay,Love Nwantiti (Ah Ah Ah),"C.C.Ekweani, M.C.Alagwu","CKay, Tempoe",Chocolate City/Warner South Africa/Atlantic,32,26,2022-03-26,12
41,42,"Dierks Bentley, BRELAND & HARDY",Beers On Me,"D.Bentley, D.Breland, R.Copperman, L.Dick, A.Gorley, M.W.Hardy, N.Galyon, N.Moon, B.Johnson","R.Copperman, D.Bentley",Capitol Nashville,40,40,2022-03-26,12
42,43,Lil Durk Featuring Morgan Wallen,Broadway Girls,"D.D.Banks, M.Wallen, Charlie Handsome, E.K.Smith, R.H.Block, G.W.Block, J.S.Reeves, A.Izquierdo","Charlie Handsome, J.Reeves",Alamo,62,14,2022-03-26,12
43,44,Morgan Wallen,Sand In My Boots,"A.Gorley, M.W.Hardy, J.Osborne",J.Moi,Republic/Big Loud,33,30,2022-03-26,12
44,45,Luke Combs,Doin' This,"L.Combs, D.Parker, R.Williford","L.Combs, Chip Matthews, J.D.Singleton",River House/Columbia Nashville,37,37,2022-03-26,12
45,46,Nirvana,Something In The Way,"K.Cobain, D.Grohl, K.Novoselic","Nirvana, B.Vig",Sub Pop/DGC/Geffen/UMe,-,46,2022-03-26,12
46,47,Drake Featuring 21 Savage & Project Pat,Knife Talk,"A.Graham, S.B.A.Joseph, L.T.Wayne, P.Houston, J.M.Houston, R.A.Mayers, P.L.Johnson",Metro Boomin,OVO Sound/Republic,38,4,2022-03-26,12
47,48,Lil Durk,Barbarian,"D.D.Banks, J.Lam, D.H.McDowell, R.Hannah","J.Lam, DMAC, PlutoBrazy",Alamo,-,48,2022-03-26,12
48,49,Dove Cameron,Boyfriend,"D.Cameron, Delacey, S.Stonestreet, E.Blair",E.Blair,Disruptor/Columbia,42,42,2022-03-26,12
49,50,Parker McCollum,To Be Loved By You,"P.McCollum, R.Akins",Jon Randall,MCA Nashville,41,41,2022-03-26,12
50,51,Cole Swindell / Lainey Wilson,Never Say Never,"J.L.Alexander, C.Swindell, C.McGill",Z.Crowell,Broken Bow/Warner Music Nashville/WMN,45,45,2022-03-26,12
51,52,Walker Hayes,AA,"W.Hayes, S.McAnally, L.Laird","W.Hayes, J.Thibodeau, S.McAnally",Monument,43,43,2022-03-26,12
52,53,Lil Durk,Shootout @ My Crib,"D.D.Banks, M.Decampos, D.Richmond, J.Adams Jr.","DJ FMCT, DJ Bandz, jahdagod",Alamo,-,53,2022-03-26,12
53,54,Em Beihold,Numb Little Bug,"E.Beihold, N.Lopez, A.DeCaro","D.Caton, Falconry, E.Hill",Moon Projects/Republic,48,48,2022-03-26,12
54,55,Lil Durk,Started From,"D.D.Banks, T.Turner, E.Hayes",Touch Of Trent,Alamo,-,55,2022-03-26,12
55,56,Elle King & Miranda Lambert,Drunk (And I Don't Wanna Go Home),"Elle King, M.Johnson","M.Johnson, B.Paddock",RCA/Columbia Nashville,47,47,2022-03-26,12
56,57,"Stephanie Beatriz, Olga Merediz & Encanto Cast",The Family Madrigal,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,36,20,2022-03-26,12
57,58,Lil Durk,Headtaps,"D.D.Banks, T.Turner, D.Morse","Touch Of Trent, D.Morse",Alamo,-,58,2022-03-26,12
58,59,Tate McRae,She's All I Wanna Be,"T.McRae, G.Kurstin",G.Kurstin,RCA,49,49,2022-03-26,12
59,60,Lil Durk,Smoking & Thinking,"C.Hubler, D.D.Banks, M.Decampos, D.Richmond, G.Kerr","DJ FMCT, DJ Bandz, STG2x, Uncle Cameron",Alamo,-,60,2022-03-26,12
60,61,Sam Hunt,23,"S.L.Hunt, C.La Corte, S.McAnally, J.Osborne",C.La Corte,MCA Nashville,59,53,2022-03-26,12
61,62,Thomas Rhett,Slow Down Summer,"Thomas Rhett, R.Akins, S.M.Douglas, J.Frasure, A.Gorley","D.Huff, J.Frasure",Valory,52,52,2022-03-26,12
62,63,Fireboy DML & Ed Sheeran,Peru,"Fireboy DML, E.C.Sheeran, I.Scott IV, Shizzi, K.O.Perine, O.C.Akerele",Shizzi,YBNL Nation/EMPIRE,57,57,2022-03-26,12
63,64,Tiesto & Ava Max,The Motto,"T.M.Verwest, P.J.R.Rycroft, P.Bowman, C.Valentina, A.A.Koci","Tiesto, Lostboy",Musical Freedom/Atlantic,71,64,2022-03-26,12
64,65,Lil Durk,Grow Up/Keep It On Speaker,"D.D.Banks, D.Morse, D.Ivy, J.Davis, W.J.Byrd, R.Williams, D.Brooks","Chase Davis, D.Morse, Will A Fool, K1ngm3, Faatkid Goin Crazy, Oz On The Track",Alamo,-,65,2022-03-26,12
65,66,Nicki Minaj X Lil Baby,Do We Have A Problem?,"O.T.Maraj-Petty, D.A.Jones, J.Goods, A.Woart Jr.",Papi Yerr,Republic,54,2,2022-03-26,12
66,67,Diane Guerrero & Stephanie Beatriz,What Else Can I Do?,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,51,27,2022-03-26,12
67,68,Jack Harlow,Nail Tech,"J.T.Harlow, M.J.Samuels, S.L.Coleman, J.A.Sweet, A.Sims, J.Velazquez, R.Chahayed, M.D.Jones, D.Ford","Boi-1da, Coleman, J.A.Sweet, Fierce, BabeTruth, R.Chahayed",Generation Now/Atlantic,55,18,2022-03-26,12
68,69,Lil Durk,Blocklist,"D.D.Banks, M.Decampos, D.Richmond, J.Adams Jr.","DJ FMCT, DJ Bandz, jahdagod",Alamo,-,69,2022-03-26,12
69,70,"Nardo Wick, Lil Baby & Future",Me Or Sum,"H.Walls, J.Guerrieri-Maril, B.J.Zayas, Jr., X.Martinez, D.Flores, E.Dionisopoulos, N.D.Wilburn, D.A.Jones","Z3N, DVLP",Flawless Ent./RCA,66,58,2022-03-26,12
70,71,Eric Church,Heart On Fire,E.Church,J.Joyce,EMI Nashville,68,56,2022-03-26,12
71,72,Sebastian Yatra,Dos Oruguitas,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,58,36,2022-03-26,12
72,73,Lil Durk Featuring Summer Walker,Difference Is,"D.D.Banks, S.M.Walker, J.A.Donald, T.Turner, T.Moore","Touch Of Trent, Aye TM",Alamo,-,73,2022-03-26,12
73,74,Maren Morris,Circles Around This Town,"M.Morris, R.J.Hurd, Julia Michaels, J.Robbins",G.Kurstin,Columbia Nashville,65,63,2022-03-26,12
74,75,Tyga X Doja Cat,Freaky Deaky,"A.Z.Dlamini, M.R.Nguyen-Stevenson, L.S.Gottwald, A.L.Cantu, M.L.Crook, B.Hamlin, R.J.Ogren, S.Vega","Dr. Luke, Ryan OG, M.L.Crook, BHam",Kemosabe/Last Kings/RCA/EMPIRE,67,43,2022-03-26,12
75,76,Miranda Lambert,If I Was A Cowboy,"M.Lambert, J.Frasure","Jon Randall, L.Dick",Vanner/RCA Nashville,74,74,2022-03-26,12
76,77,Yung Bleu & Kehlani,Beautiful Lies,"J.Biddle, K.A.Parrish, D.White, C.Jackson, D.Overton","Happie, @ChazzzMusic",Vandross/EMPIRE,69,65,2022-03-26,12
77,78,ERNEST Featuring Morgan Wallen,Flower Shops,"E.K.Smith, B.D/Burgess, M.L.Holman",J.Moi,Big Loud,88,68,2022-03-26,12
78,79,The Weeknd,Sacrifice,"A.Tesfaye, Axwell, S.Angello, S.Ingrosso, C.Nordstrom, Max Martin, O.T.Holter, K.D.McCord","Swedish House Mafia, Max Martin, O.T.Holter, The Weeknd",XO/Republic,56,11,2022-03-26,12
79,80,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,"Bruno Mars, B.Anderson, D.Emile II","Bruno Mars, D'Mile",Aftermath/Atlantic,64,5,2022-03-26,12
80,81,JNR CHOI & Sam Tompkins,To The Moon!,"J.Bhasker, P.M.Lawrence II, A.Levine, A.Winkler, Bruno Mars",Parked Up,JNR CHOI/Black Butter/Epic,87,81,2022-03-26,12
81,82,Gunna Featuring Drake,P Power,"S.G.Kitchens, A.Graham, L.T.Wayne",Metro Boomin,Gunna/Young Stoner Life/300,75,24,2022-03-26,12
82,83,The Chainsmokers,High,"J.K.Hindlin, N.A.Long, A.Pall, A.Taggart, N.Salomon, J.Halavacs, E.Snoreck","Whethan, The Chainsmokers, N.A.Long",Disruptor/Columbia,76,57,2022-03-26,12
83,84,Ari Lennox,Pressure,"C.S.Salter, J.Austin, J.Dupri Mauldin, B.M.Cox, J.Joesy, A.Parrino","J.Dupri, B.M.Cox",Dreamville/Interscope,70,66,2022-03-26,12
84,85,Lil Durk,Federal Nightmares,"D.D.Banks, T.Turner, T.J.Vaughn, B.Rembert","Touch Of Trent, Tajh Money, Ayo Bleu, DJ Mxngo",Alamo,-,85,2022-03-26,12
85,86,Gucci Mane Featuring Lil Durk,Rumors,"B.L.Chambers, D.Moore, D.D.Banks, R.D.Davis","DJ MEECH, Tay Keith",Atlantic,79,51,2022-03-26,12
86,87,Carly Pearce & Ashley McBryde,Never Wanted To Be That Girl,"C.Pearce, S.McAnally, A.McBryde","S.McAnally, J.OSborne",Atlantic/Warner Music Nashville/Big Machine/WMN,78,78,2022-03-26,12
87,88,Kelsea Ballerini Featuring Kenny Chesney,Half Of My Hometown,"K.Ballerini, S.McAnally, R.Copperman, J.Robbins, N.Galyon","K.Ballerini, R.Copperman, J.Robbins",Black River,63,53,2022-03-26,12
88,89,The Walters,I Love You So,"C.Ekhaus, D.Wells, L.Olson, M.J.Tirabassi, W.Kosner","C.Ekhaus, The Walters",The Walters/Warner,85,71,2022-03-26,12
89,90,Gunna,Banking On Me,"S.G.Kitchens, L.T.Wayne, P.L.Johnson","Metro Boomin, P.L.Johnson",Gunna/Young Stoner Life/300,80,61,2022-03-26,12
90,91,HARDY,Give Heaven Some Hell,"M.W.Hardy, A.Gorley, B.Johnson, H.Phelps","J.Moi, D.Wells",Big Loud,91,91,2022-03-26,12
91,92,Labrinth & Zendaya,I'm Tired,"Labrinth, Zendaya, S.Levinson",Labrinth,HBO/Columbia,53,53,2022-03-26,12
92,93,Imagine Dragons,Bones,"D.Reynolds, W.Sermon, B.McKee, D.Platzman, R.L.Fredriksson, M.P.Larsson",Mattman & Robin,KIDinaKORNER/Interscope,-,93,2022-03-26,12
93,94,Lil Shordie Scott,Rocking A Cardigan In Atlanta,J.Turner,3xmadeit,Social Currency/EMPIRE,77,77,2022-03-26,12
94,95,Lil Durk,Pissed Me Off,"D.D.Banks, M.F.Manuel",matthewfm,Alamo,-,39,2022-03-26,12
95,96,Rod Wave,By Your Side,"R.M.Green, T.Horton, R.Hartlove","TNTxD, Harto",Alamo,86,58,2022-03-26,12
96,97,Stephanie Beatriz,Waiting On A Miracle,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,83,48,2022-03-26,12
97,98,YoungBoy Never Broke Again,I Hate YoungBoy,"J.Goldberg, K.D.Gaulden","Cheese, Horrid, K10, Rell",Never Broke Again/Atlantic,81,79,2022-03-26,12
98,99,"Fivio Foreign, Kanye West & Alicia Keys",City Of Gods,"Fivio Foreign, Ye, A.Taggart, Delacey, D.A.Abernathy, Jr., A.Lopez, A.Asif, M.Piper, H.Hamaal, C.D.Tejada, M.G.Dean, M.Williams, R.Cubina","Hemz, Ye, Tweek Tune, Mav, AyooAA, Ojivolta, The Chainsmokers, Dem Jointz",RichFish/Columbia,90,46,2022-03-26,12
99,100,Saweetie Featuring H.E.R.,Closer,"A.L.Cantu, B.Powell, D.Harper, H.E.R., Kaine, R.J.Ogren, S.Ahana","Swish, Kaine, M.L.Crook, Ryan OG",ICY/Warner,99,89,2022-03-26,12
