,position,interpret,title,songwriters,producers,label,last_week,peak,week_date,week_nr
26,27,Olivia Rodrigo,Good 4 U,"O.Rodrigo, D.L.Nigro, J.N.Farro, H.Williams","D.Nigro, Alexander 23",Geffen/Interscope,30,1,2022-03-05,9
27,28,SZA,I Hate U,"S.I.Rowe, R.Bisel, C.Lang, C.Fayne, D.Wiggins","R.Bisel, C.Lang, thankgod4cody, Dylan Patrice",Top Dawg/RCA,28,7,2022-03-05,9
28,29,Charlie Puth,Light Switch,"C.Puth, J.K.Hindlin, J.Torrey",C.Puth,Atlantic,48,29,2022-03-05,9
29,30,Morgan Wallen,Sand In My Boots,"A.Gorley, M.W.Hardy, J.Osborne",J.Moi,Republic/Big Loud,38,30,2022-03-05,9
30,31,Jordan Davis Featuring Luke Bryan,Buy Dirt,"J.Davis, J.Davis, M.Jenkins, J.Jenkins",P.DiGiovanni,MCA Nashville,39,22,2022-03-05,9
31,32,Drake Featuring 21 Savage & Project Pat,Knife Talk,"A.Graham, S.B.A.Joseph, L.T.Wayne, P.Houston, J.M.Houston, R.A.Mayers, P.L.Johnson",Metro Boomin,OVO Sound/Republic,31,4,2022-03-05,9
32,33,Doja Cat & The Weeknd,You Right,"A.Z.Dlamini, L.S.Gottwald, A.Tesfaye",Dr. Luke,Kemosabe/RCA,45,11,2022-03-05,9
33,34,CKay,Love Nwantiti (Ah Ah Ah),"C.C.Ekweani, M.C.Alagwu","CKay, Tempoe",Chocolate City/Warner South Africa/Atlantic,36,26,2022-03-05,9
34,35,Walker Hayes,Fancy Like,"W.Hayes, J.Jenkins, S.Stevens, C.Bartolini","W.Hayes, J.Thibodeau, S.McAnally",Monument/RCA,41,3,2022-03-05,9
35,36,Kane Brown,One Mississippi,"K.Brown, J.Frasure, L.Gray, E.K.Smith",D.Huff,RCA Nashville,54,36,2022-03-05,9
36,37,THE ANXIETY: WILLOW & Tyler Cole,Meet Me At Our Spot,"T.Cole, W.Smith","W.Smith, T.Cole",MSFTSMusic/Roc Nation,43,21,2022-03-05,9
37,38,Diane Guerrero & Stephanie Beatriz,What Else Can I Do?,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,42,27,2022-03-05,9
38,39,Lauren Spencer-Smith,Fingers Crossed,"L.Spencer-Smith, J.Erixson, F.Hall",J.Erixson,Three Name/Island/Republic,49,19,2022-03-05,9
39,40,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,"Bruno Mars, B.Anderson, D.Emile II","Bruno Mars, D'Mile",Aftermath/Atlantic,35,5,2022-03-05,9
40,41,Wizkid Featuring Justin Bieber & Tems,Essence,"A.I.Balogun, R.Isong, O.E.Oniko, U.E.Oniko, T.Openiyi, J.D.Bieber","P2J, Legendury Beatz",Starboy/RCA,47,9,2022-03-05,9
41,42,Lil Durk,Ahhh Ha,"D.D.Banks, J.H.Luellen, B.L.Simmons, L.C.Ragland, K.Latos, B.Roke","J.Luellen, TM88, Too Dope!, Nuki, NFE Paris",Alamo,-,42,2022-03-05,9
42,43,Dr. Dre Featuring Snoop Dogg,Still D.R.E.,"A.R.Young, S.C.Carter, M.C.Bradford, S.S.Storch","Dr. Dre, Mel-Man",Aftermath/Interscope/UMe,23,23,2022-03-05,9
43,44,Nicki Minaj X Lil Baby,Do We Have A Problem?,"O.T.Maraj-Petty, D.A.Jones, J.Goods, A.Woart Jr.",Papi Yerr,Republic,32,2,2022-03-05,9
44,45,Adele,Oh My God,"A.L.B.Adkins, G.Kurstin",G.Kurstin,Columbia,29,5,2022-03-05,9
45,46,Sebastian Yatra,Dos Oruguitas,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,50,36,2022-03-05,9
46,47,Chris Stapleton,You Should Probably Leave,"C.Stapleton, A.Gorley, C.DuBois","D.Cobb, C.Stapleton",Mercury Nashville,44,28,2022-03-05,9
47,48,The Weeknd,Sacrifice,"A.Tesfaye, Axwell, S.Angello, S.Ingrosso, C.Nordstrom, Max Martin, O.T.Holter, K.D.McCord","Swedish House Mafia, Max Martin, O.T.Holter, The Weeknd",XO/Republic,53,11,2022-03-05,9
48,49,Luke Combs,Doin' This,"L.Combs, D.Parker, R.Williford","L.Combs, Chip Matthews, J.D.Singleton",River House/Columbia Nashville,62,49,2022-03-05,9
49,50,NEIKED X Mae Muller X Polo G,Better Days,"V.Radstrom, T.T.Bartlett, von tiger, K.Sang, K.Ivert",NEIKED,Neiked Collective/Capitol,52,23,2022-03-05,9
50,51,Parker McCollum,To Be Loved By You,"P.McCollum, R.Akins",Jon Randall,MCA Nashville,51,48,2022-03-05,9
51,52,"Dierks Bentley, BRELAND & HARDY",Beers On Me,"D.Bentley, D.Breland, R.Copperman, L.Dick, A.Gorley, M.W.Hardy, N.Galyon, N.Moon, B.Johnson","R.Copperman, D.Bentley",Capitol Nashville,58,52,2022-03-05,9
52,53,Walker Hayes,AA,"W.Hayes, S.McAnally, L.Laird","W.Hayes, J.Thibodeau, S.McAnally",Monument,59,53,2022-03-05,9
53,54,"Fivio Foreign, Kanye West & Alicia Keys",City Of Gods,"Fivio Foreign, Ye, A.Taggart, Delacey, D.A.Abernathy, Jr., A.Lopez, A.Asif, M.Piper, H.Hamaal, C.D.Tejada, M.G.Dean, M.Williams, R.Cubina","Hemz, Ye, Tweek Tune, Mav, AyooAA, Ojivolta, The Chainsmokers, Dem Jointz",RichFish/Columbia,46,46,2022-03-05,9
54,55,Cole Swindell / Lainey Wilson,Never Say Never,"J.L.Alexander, C.Swindell, C.McGill",Z.Crowell,Broken Bow/Warner Music Nashville/WMN,79,55,2022-03-05,9
55,56,Sam Hunt,23,"S.L.Hunt, C.La Corte, S.McAnally, J.Osborne",C.La Corte,MCA Nashville,55,53,2022-03-05,9
56,57,Kelsea Ballerini Featuring Kenny Chesney,Half Of My Hometown,"K.Ballerini, S.McAnally, R.Copperman, J.Robbins, N.Galyon","K.Ballerini, R.Copperman, J.Robbins",Black River,56,53,2022-03-05,9
57,58,Eric Church,Heart On Fire,E.Church,J.Joyce,EMI Nashville,61,56,2022-03-05,9
58,59,Lil Durk Featuring Morgan Wallen,Broadway Girls,"D.D.Banks, M.Wallen, Charlie Handsome, E.K.Smith, R.H.Block, G.W.Block, J.S.Reeves, A.Izquierdo","Charlie Handsome, J.Reeves",Alamo,65,14,2022-03-05,9
59,60,Stephanie Beatriz,Waiting On A Miracle,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,57,48,2022-03-05,9
60,61,Gunna,Banking On Me,"S.G.Kitchens, L.T.Wayne, P.L.Johnson","Metro Boomin, P.L.Johnson",Gunna/Young Stoner Life/300,-,61,2022-03-05,9
61,62,Tate McRae,She's All I Wanna Be,"T.McRae, G.Kurstin",G.Kurstin,RCA,67,52,2022-03-05,9
62,63,"Nardo Wick, Lil Baby & Future",Me Or Sum,"H.Walls, J.Guerrieri-Maril, B.J.Zayas, Jr., X.Martinez, D.Flores, E.Dionisopoulos, N.D.Wilburn, D.A.Jones","Z3N, DVLP",Flawless Ent./RCA,64,63,2022-03-05,9
63,64,Ed Sheeran Featuring Taylor Swift,The Joker And The Queen,"E.C.Sheeran, J.McDaid, F.J.P.Gibson, ROMANS, T.Swift","E.Sheeran, J.McDaid, ROMANS",Atlantic,21,21,2022-03-05,9
64,65,Dove Cameron,Boyfriend,"D.Cameron, Delacey, S.Stonestreet, E.Blair",E.Blair,Disruptor/Columbia,73,65,2022-03-05,9
65,66,Gucci Mane Featuring Lil Durk,Rumors,"B.L.Chambers, D.Moore, D.D.Banks, R.D.Davis","DJ MEECH, Tay Keith",Atlantic,71,51,2022-03-05,9
66,67,Ari Lennox,Pressure,"C.S.Salter, J.Austin, J.Dupri Mauldin, B.M.Cox, J.Joesy, A.Parrino","J.Dupri, B.M.Cox",Dreamville/Interscope,72,66,2022-03-05,9
67,68,Em Beihold,Numb Little Bug,"E.Beihold, N.Lopez, A.DeCaro","D.Caton, Falconry, E.Hill",Moon Projects/Republic,85,68,2022-03-05,9
68,69,The Chainsmokers,High,"J.K.Hindlin, N.A.Long, A.Pall, A.Taggart, N.Salomon, J.Halavacs, E.Snoreck","Whethan, The Chainsmokers, N.A.Long",Disruptor/Columbia,77,57,2022-03-05,9
69,70,Fireboy DML & Ed Sheeran,Peru,"Fireboy DML, E.C.Sheeran, I.Scott IV, Shizzi, K.O.Perine, O.C.Akerele",Shizzi,YBNL Nation/EMPIRE,76,70,2022-03-05,9
70,71,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",Who Want Smoke??,"H.Walls, M.L.Onokey, C.Pfersdorf, H.R.Wright III, D.D.Banks, S.B.A.Joseph",Emkay,Flawless Ent./RCA,69,17,2022-03-05,9
71,72,Nicki Minaj X Lil Baby,Bussin,"O.T.Maraj-Petty, D.A.Jones, J.Goods, C.Palmer, R.Barnes Greer, T.Greenlee","Swaggyono, DJ Tizz",Republic,20,20,2022-03-05,9
72,73,Future,Worst Day,"N.D.Wilburn, W.T.Glass, T.B.Currie Jr., J.L.Harris, R.J.Chell, Jr.","Wheezy, Taurus, J.L.Harris, R.Chell",Freebandz/Epic,34,34,2022-03-05,9
73,74,Yung Bleu & Kehlani,Beautiful Lies,"J.Biddle, K.A.Parrish, D.White, C.Jackson, D.Overton","Happie, @ChazzzMusic",Vandross/EMPIRE,78,74,2022-03-05,9
74,75,Gunna Featuring Drake,P Power,"S.G.Kitchens, A.Graham, L.T.Wayne",Metro Boomin,Gunna/Young Stoner Life/300,63,24,2022-03-05,9
75,76,Maren Morris,Circles Around This Town,"M.Morris, R.J.Hurd, Julia Michaels, J.Robbins",G.Kurstin,Columbia Nashville,82,63,2022-03-05,9
76,77,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma & Encanto Cast",All Of You,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,74,71,2022-03-05,9
77,78,Juice WRLD,Cigarettes,"J.A.Higgins, N.Mira",N.Mira,Grade A/Interscope,70,43,2022-03-05,9
78,79,Miranda Lambert,If I Was A Cowboy,"M.Lambert, J.Frasure","Jon Randall, L.Dick",Vanner/RCA Nashville,84,79,2022-03-05,9
79,80,The Walters,I Love You So,"C.Ekhaus, D.Wells, L.Olson, M.J.Tirabassi, W.Kosner","C.Ekhaus, The Walters",The Walters/Warner,81,71,2022-03-05,9
80,81,Moneybagg Yo,Scorpio,"D.D.White, Jr., T.Walker, J.N.Pankey, C.Pearson, J.Rockamore","Skywalker OG, J.Rockamore, YC",CMG/N-Less/Interscope,86,66,2022-03-05,9
81,82,Acraze Featuring Cherish,Do It To It,"C.Duncker, F.King, N.King Lawrence, R.Richard, S.P.Joseph, J.Williams",Acraze,Thrive/Virgin,80,65,2022-03-05,9
82,83,Rod Wave,By Your Side,"R.M.Green, T.Horton, R.Hartlove","TNTxD, Harto",Alamo,87,58,2022-03-05,9
83,84,Jimmie Allen & Brad Paisley,Freedom Was A Highway,"J.Allen, A.Bowers, M.Rogers","A.Bowers, J.Allen",Stoney Creek,66,45,2022-03-05,9
84,85,Tiesto & Ava Max,The Motto,"T.M.Verwest, P.J.R.Rycroft, P.Bowman, C.Valentina, A.A.Koci","Tiesto, Lostboy",Musical Freedom/Atlantic,91,85,2022-03-05,9
85,86,King Von & 21 Savage,Don't Play That,"D.Bennett, S.B.A.Joseph",Kid Hazel,King Von/Only The Family/EMPIRE,68,40,2022-03-05,9
86,87,Carly Pearce & Ashley McBryde,Never Wanted To Be That Girl,"C.Pearce, S.McAnally, A.McBryde","S.McAnally, J.OSborne",Atlantic/Warner Music Nashville/Big Machine/WMN,93,87,2022-03-05,9
87,88,ERNEST Featuring Morgan Wallen,Flower Shops,"E.K.Smith, B.D/Burgess, M.L.Holman",J.Moi,Big Loud,92,68,2022-03-05,9
88,89,Mary J. Blige,Good Morning Gorgeous,"M.J.Blige, D.Emile II, H.E.R., D.Brown, T.Thomas","D'Mile, H.E.R.",Mary Jane/300,83,83,2022-03-05,9
89,90,Alesso / Katy Perry,When I'm Gone,"A.R.R.Lindblad, A.Garpestad Peck, A.Goodman, Katy Perry, M.R.E.Sibley, N.Cunningham, R.Yacoub","Alesso, Space Primates",Alefune/10:22pm/Astralwerks/Capitol,-,90,2022-03-05,9
90,91,Yeat,Poppin,"N.O.Smith, J.Addison III",Benjicold,Field Trip/Geffen/Interscope,-,91,2022-03-05,9
91,92,Blake Shelton,Come Back As A Country Boy,"M.W.Hardy, J.Thompson, J.M.Schmidt",S.Hendricks,Warner Music Nashville/WMN,97,85,2022-03-05,9
92,93,Chris Brown,Iffy,"C.M.Brown, J.I.Parker, S.D.Jimenez, D.Logan, J.Gaines, E.Bellinger, P.Pigliapoco, A.R.Young, C.J.Jackson, Jr., M.Elizondo, Jr., L.Cedeno, E.Perez, T.Mendez, S.M.Marsden","OG Parker, Smash David, Blaq Tuxedo",CBE/RCA,98,71,2022-03-05,9
93,94,Russell Dickerson,Home Sweet,"R.Dickerson, C.Brown, C.Kelley","C.Brown, D.Huff, R.Dickreson",Triple Tigers,99,88,2022-03-05,9
94,95,Jessie Murph,Pray,"J.Murph, F.Ferraro, G.Simon, J.Andrews, S.E.Kirk","G.Simon, J.Andrews, S.Kirk",Columbia,-,95,2022-03-05,9
95,96,Saweetie Featuring H.E.R.,Closer,"A.L.Cantu, B.Powell, D.Harper, H.E.R., Kaine, R.J.Ogren, S.Ahana","Swish, Kaine, M.L.Crook, Ryan OG",ICY/Warner,89,89,2022-03-05,9
96,97,Rod Wave,Cold December,"E.Clauseille, R.M.Green, J.Bradbury, T.Horton, L.Walker, H.Williams Jr.","JB, TNTxD, Lukecmon, ThatBossEvan",Alamo,90,38,2022-03-05,9
97,98,Doja Cat,Get Into It (Yuh),"A.Z.Dlamini, A.Starace, S.Y.T.Cheung","Y2K, Sully",Kemosabe/RCA,94,68,2022-03-05,9
98,99,Taylor Swift,All Too Well (Taylor's Version),"T.Swift, L.Rose","C.Rowe, T.Swift, J.M.Antonoff",Republic,96,1,2022-03-05,9
99,100,HARDY,Give Heaven Some Hell,"M.W.Hardy, A.Gorley, B.Johnson, H.Phelps","J.Moi, D.Wells",Big Loud,-,100,2022-03-05,9
