,position,interpret,title,songwriters,producers,label,last_week,peak,week_date,week_nr
10,11,GAYLE,abcdefu,"GAYLE, D.B.Pittenger, S.Davis",P.Nappi,Arthouse/Atlantic,9,3,2022-04-23,16
11,12,Ed Sheeran,Bad Habits,"E.C.Sheeran, F.J.P.Gibson, J.McDaid","FRED, J.McDaid, E.Sheeran, J.Fish, O.S.Sykes",Atlantic,12,2,2022-04-23,16
12,13,Lil Baby,Right On,"D.A.Jones, J.D.Canady",ATL Jacob,Quality Control/Motown/Capitol,-,13,2022-04-23,16
13,14,Lil Baby,In A Minute,"D.A.Jones, K.Hasegawa, E.Hayes, E.J.Goulding, J.Eliot, H.New","KaiGoinKrazy, Haze",Quality Control/Motown/Capitol,-,14,2022-04-23,16
14,15,Ed Sheeran,Shivers,"E.C.Sheeran, J.McDaid, Steve Mac, K.Lavelle","E.Sheeran, Steve Mac, FRED",Atlantic,13,4,2022-04-23,16
15,16,Elton John & Dua Lipa,Cold Heart (PNAU Remix),"E.John, B.J.P.Taupin, P.Mayes, N.Littlemore, S.Littlemore","N.Littlemore, P.Mayes, S.Littlemore, C.Thomas, G.Dudgeon",Rocket/Mercury/EMI/Interscope,15,7,2022-04-23,16
16,17,Adele,Easy On Me,"A.L.B.Adkins, G.Kurstin",G.Kurstin,Columbia,14,1,2022-04-23,16
17,18,"Carolina Gaitan, Mauro Castillo, Adassa, Rhenzy Feliz, Diane Guerrero, Stephanie Beatriz & Encanto Cast",We Don't Talk About Bruno,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,11,1,2022-04-23,16
18,19,Lil Nas X & Jack Harlow,Industry Baby,"M.L.Hill, D.M.A.Baptiste, D.C.Snyder, N.Lee, J.T.Harlow, Ye, M.Williams, R.Cubina, R.Lenzo","Ye, Take A Daytrip, N.Lee",Columbia,20,1,2022-04-23,16
19,20,Doja Cat,Need To Know,"A.Z.Dlamini, L.S.Gottwald",Dr. Luke,Kemosabe/RCA,16,8,2022-04-23,16
20,21,Dua Lipa,Levitating,"C.Coffee Jr., S.Kozmeniuk, S.T.Hudson, D.Lipa, J.L.Kirk","KOZ, S.D.Price",Warner,17,2,2022-04-23,16
21,22,Cody Johnson,'Til You Can't,"B.M.Stennis, M.Rogers",T.W.Willmon,CoJo/Warner Music Nashville/WMN,21,18,2022-04-23,16
22,23,The Weeknd & Ariana Grande,Save Your Tears,"A.Tesfaye, A.Balshe, J.Quenneville, Max Martin, O.T.Holter, A.Grande","Max Martin, O.T.Holter, The Weeknd",XO/Republic,18,1,2022-04-23,16
23,24,Post Malone & The Weeknd,One Right Now,"A.R.Post, A.Tesfaye, L.B.Bell, B.D.Lee, A.Bolooki, B.Walsh, D.London","L.Bell, B.D.Lee, A.Bolooki",Republic,19,6,2022-04-23,16
24,25,Camila Cabello Featuring Ed Sheeran,Bam Bam,"K.C.Cabello, E.C.Sheeran, E.B.Frederic, E.Barrera, C.Alara, Scott Harris","Ricky Reed, C.Alara, E.Barrera",Epic,28,23,2022-04-23,16
25,26,Muni Long,Hrs And Hrs,"Priscilla Renea, T.Harrell, H.Aaabi, D.Graham, J.N.Zim, B.John-Baptiste","D.Graham, R.Tiller",Supergiant/Def Jam,23,16,2022-04-23,16
26,27,Cole Swindell / Lainey Wilson,Never Say Never,"J.L.Alexander, C.Swindell, C.McGill",Z.Crowell,Broken Bow/Warner Music Nashville/WMN,34,27,2022-04-23,16
27,28,Olivia Rodrigo,Good 4 U,"O.Rodrigo, D.L.Nigro, J.N.Farro, H.Williams","D.Nigro, Alexander 23",Geffen/Interscope,22,1,2022-04-23,16
28,29,SZA,I Hate U,"S.I.Rowe, R.Bisel, C.Lang, C.Fayne, D.Wiggins","R.Bisel, C.Lang, thankgod4cody, Dylan Patrice",Top Dawg/RCA,24,7,2022-04-23,16
29,30,Becky G X Karol G,MAMIII,"R.M.Gomez, D.Echavarria Oviedo, E.Rose, Karol G",Ovy On The Drums,Kemosabe/RCA/Sony Music Latin,26,15,2022-04-23,16
30,31,Luke Combs,Doin' This,"L.Combs, D.Parker, R.Williford","L.Combs, Chip Matthews, J.D.Singleton",River House/Columbia Nashville,27,27,2022-04-23,16
31,32,Walker Hayes,AA,"W.Hayes, S.McAnally, L.Laird","W.Hayes, J.Thibodeau, S.McAnally",Monument,35,32,2022-04-23,16
32,33,Megan Thee Stallion & Dua Lipa,Sweetest Pie,"M.J.Pete, J.I.Parker, S.Kozmeniuk, N.A.A.Charles, C.Coffee Jr., D.Lipa","OG Parker, KOZ",1501 Certified/300,30,15,2022-04-23,16
33,34,Lauren Spencer-Smith,Fingers Crossed,"L.Spencer-Smith, J.Erixson, F.Hall",J.Erixson,Three Name/Island/Republic,29,19,2022-04-23,16
34,35,Gunna & Future Featuring Young Thug,Pushin P,"S.G.Kitchens, N.D.Wilburn, J.L.Williams, W.T.Glass, L.DePante","Juke Wong, Wheezy",Gunna/Young Stoner Life/300,25,7,2022-04-23,16
35,36,Morgan Wallen,Wasted On You,"M.Wallen, E.K.Smith, J.Thompson, Charlie Handsome","J.Moi, J.Durrett",Republic/Big Loud,42,9,2022-04-23,16
36,37,Doja Cat & The Weeknd,You Right,"A.Z.Dlamini, L.S.Gottwald, A.Tesfaye",Dr. Luke,Kemosabe/RCA,32,11,2022-04-23,16
37,38,Walker Hayes,Fancy Like,"W.Hayes, J.Jenkins, S.Stevens, C.Bartolini","W.Hayes, J.Thibodeau, S.McAnally",Monument/RCA,36,3,2022-04-23,16
38,39,Lil Durk Featuring Gunna,What Happened To Virgil,"D.D.Banks, S.G.Kitchens, D.G.Jackson",Chopsquad DJ,Alamo,41,22,2022-04-23,16
39,40,Jack Harlow,Nail Tech,"J.T.Harlow, M.J.Samuels, S.L.Coleman, J.A.Sweet, A.Sims, J.Velazquez, R.Chahayed, M.D.Jones, D.Ford","Boi-1da, Coleman, J.A.Sweet, Fierce, BabeTruth, R.Chahayed",Generation Now/Atlantic,58,18,2022-04-23,16
40,41,"Dierks Bentley, BRELAND & HARDY",Beers On Me,"D.Bentley, D.Breland, R.Copperman, L.Dick, A.Gorley, M.W.Hardy, N.Galyon, N.Moon, B.Johnson","R.Copperman, D.Bentley",Capitol Nashville,44,40,2022-04-23,16
41,42,JNR CHOI & Sam Tompkins,To The Moon!,"J.Bhasker, P.M.Lawrence II, A.Levine, A.Winkler, Bruno Mars",Parked Up,JNR CHOI/Black Butter/Epic,50,42,2022-04-23,16
42,43,Charlie Puth,Light Switch,"C.Puth, J.K.Hindlin, J.Torrey",C.Puth,Atlantic,31,27,2022-04-23,16
43,44,Dove Cameron,Boyfriend,"D.Cameron, Delacey, S.Stonestreet, E.Blair",E.Blair,Disruptor/Columbia,40,40,2022-04-23,16
44,45,Em Beihold,Numb Little Bug,"E.Beihold, N.Lopez, A.DeCaro","D.Caton, Falconry, E.Hill",Moon Projects/Republic,47,45,2022-04-23,16
45,46,Elle King & Miranda Lambert,Drunk (And I Don't Wanna Go Home),"Elle King, M.Johnson","M.Johnson, B.Paddock",RCA/Columbia Nashville,37,37,2022-04-23,16
46,47,Jordan Davis Featuring Luke Bryan,Buy Dirt,"J.Davis, J.Davis, M.Jenkins, J.Jenkins",P.DiGiovanni,MCA Nashville,39,22,2022-04-23,16
47,48,Morgan Wallen,Sand In My Boots,"A.Gorley, M.W.Hardy, J.Osborne",J.Moi,Republic/Big Loud,45,30,2022-04-23,16
48,49,Tiesto & Ava Max,The Motto,"T.M.Verwest, P.J.R.Rycroft, P.Bowman, C.Valentina, A.A.Koci","Tiesto, Lostboy",Musical Freedom/Atlantic,49,42,2022-04-23,16
49,50,Tate McRae,She's All I Wanna Be,"T.McRae, G.Kurstin",G.Kurstin,RCA,46,44,2022-04-23,16
50,51,Thomas Rhett,Slow Down Summer,"Thomas Rhett, R.Akins, S.M.Douglas, J.Frasure, A.Gorley","D.Huff, J.Frasure",Valory,43,43,2022-04-23,16
51,52,Shawn Mendes,When You're Gone,"S.Mendes, J.Shy, Scott Harris","J.Shy, S.Mendes",Island/Republic,38,38,2022-04-23,16
52,53,Fireboy DML & Ed Sheeran,Peru,"Fireboy DML, E.C.Sheeran, I.Scott IV, Shizzi, K.O.Perine, O.C.Akerele",Shizzi,YBNL Nation/EMPIRE,53,53,2022-04-23,16
53,54,Russ Featuring Ktlyn,Handsomer,"Russ, K.M.Bonner",Russ,DIEMON,73,40,2022-04-23,16
54,55,Sam Hunt,23,"S.L.Hunt, C.La Corte, S.McAnally, J.Osborne",C.La Corte,MCA Nashville,52,50,2022-04-23,16
55,56,Jessica Darrow,Surface Pressure,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,51,8,2022-04-23,16
56,57,Maren Morris,Circles Around This Town,"M.Morris, R.J.Hurd, Julia Michaels, J.Robbins",G.Kurstin,Columbia Nashville,54,52,2022-04-23,16
57,58,Lil Durk Featuring Morgan Wallen,Broadway Girls,"D.D.Banks, M.Wallen, Charlie Handsome, E.K.Smith, R.H.Block, G.W.Block, J.S.Reeves, A.Izquierdo","Charlie Handsome, J.Reeves",Alamo,60,14,2022-04-23,16
58,59,Summer Walker & SZA,No Love,"S.M.Walker, S.I.Rowe, S.A.de Sousa Ramos, C.J.Ocansey","FORTHENIGHT, Sonni",LVRN/Interscope,56,13,2022-04-23,16
59,60,Tyga X Doja Cat,Freaky Deaky,"A.Z.Dlamini, M.R.Nguyen-Stevenson, L.S.Gottwald, A.L.Cantu, M.L.Crook, B.Hamlin, R.J.Ogren, S.Vega","Dr. Luke, Ryan OG, M.L.Crook, BHam",Kemosabe/Last Kings/RCA/EMPIRE,65,43,2022-04-23,16
60,61,Lil Durk,Ahhh Ha,"D.D.Banks, J.H.Luellen, B.L.Simmons, L.C.Ragland, K.Latos, B.Roke","J.Luellen, TM88, Too Dope!, Nuki, NFE Paris",Alamo,55,18,2022-04-23,16
61,62,BIA Featuring J. Cole,London,"BIA, A.A.Manalla Yusuf, J.Glass, T.J.Nihan, J.Cole","AXL Beats, J.Glass, T.J.Nihan",Epic,-,62,2022-04-23,16
62,63,Eric Church,Heart On Fire,E.Church,J.Joyce,EMI Nashville,61,56,2022-04-23,16
63,64,Lil Tjay,In My Head,"Lil Tjay, T.M.Thomas, T.Thomas, J.J.Desrouleaux, J.R.Rotem, K.P.Anderson, K.Jones","Yvng Finxssa, Yoshi",Columbia,33,33,2022-04-23,16
64,65,Carly Pearce & Ashley McBryde,Never Wanted To Be That Girl,"C.Pearce, S.McAnally, A.McBryde","S.McAnally, J.OSborne",Atlantic/Warner Music Nashville/Big Machine/WMN,63,63,2022-04-23,16
65,66,"Nardo Wick, Lil Baby & Future",Me Or Sum,"H.Walls, J.Guerrieri-Maril, B.J.Zayas, Jr., X.Martinez, D.Flores, E.Dionisopoulos, N.D.Wilburn, D.A.Jones","Z3N, DVLP",Flawless Ent./RCA,62,58,2022-04-23,16
66,67,ERNEST Featuring Morgan Wallen,Flower Shops,"E.K.Smith, B.D/Burgess, M.L.Holman",J.Moi,Big Loud,64,64,2022-04-23,16
67,68,Miranda Lambert,If I Was A Cowboy,"M.Lambert, J.Frasure","Jon Randall, L.Dick",Vanner/RCA Nashville,69,64,2022-04-23,16
68,69,Yahritza y Su Esencia,Soy El Unico,Y.Y.Martinez,"R.Ruiz, A.Guerra, J.A.Martinez, Y.Y.Martinez, J.Y.Martinez",Lumbre,57,20,2022-04-23,16
69,70,Nicki Minaj X Lil Baby,Do We Have A Problem?,"O.T.Maraj-Petty, D.A.Jones, J.Goods, A.Woart Jr.",Papi Yerr,Republic,68,2,2022-04-23,16
70,71,"Fivio Foreign, Kanye West & Alicia Keys",City Of Gods,"Fivio Foreign, Ye, A.Taggart, Delacey, D.A.Abernathy, Jr., A.Lopez, A.Asif, M.Piper, H.Hamaal, C.D.Tejada, M.G.Dean, M.Williams, R.Cubina","Hemz, Ye, Tweek Tune, Mav, AyooAA, Ojivolta, The Chainsmokers, Dem Jointz",RichFish/Columbia,97,46,2022-04-23,16
71,72,4*TOWN (From Disney And Pixar's Turning Red),Nobody Like U,"B.E.O'Connell, F.B.O'Connell",Finneas,Pixar/Walt Disney,59,49,2022-04-23,16
72,73,Jason Aldean,Trouble With A Heartbreak,"B.Beavers, K.M.Allison, T.Kennedy, J.Morgan",M.Knox,Macon/Broken Bow,72,72,2022-04-23,16
73,74,Anitta,Envolver,"C.Andres Salazar, F.Montalvo Alicea, J.C.Cruz, J.M.Gonzalez Tavarez, Anitta",Subelo Neo,Warner/Warner Latina,70,70,2022-04-23,16
74,75,Camila Cabello Featuring WILLOW,Psychofreak,"K.C.Cabello, W.Smith, E.B.Frederic, Scott Harris, T.Peyton","Ricky Reed, T.Peyton",Epic,-,75,2022-04-23,16
75,76,HARDY,Give Heaven Some Hell,"M.W.Hardy, A.Gorley, B.Johnson, H.Phelps","J.Moi, D.Wells",Big Loud,77,76,2022-04-23,16
76,77,Gucci Mane Featuring Lil Durk,Rumors,"B.L.Chambers, D.Moore, D.D.Banks, R.D.Davis","DJ MEECH, Tay Keith",Atlantic,74,51,2022-04-23,16
77,78,"Stephanie Beatriz, Olga Merediz & Encanto Cast",The Family Madrigal,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,66,20,2022-04-23,16
78,79,42 Dugg & EST Gee,Thump Shit,"D.M.Hayes, G.Stone III, J.K.Brown, J.Scherer, K.Gilika, P.A.Fall, S.White Jr.","Spiff Sinatra, Big Papito, JB, Isaiah",Warlike/CMG/Interscope,-,79,2022-04-23,16
79,80,Parmalee,Take My Name,"M.Thomas, A.Gorley, D.Fanning, B.Johnson",D.Fanning,Stoney Creek,88,80,2022-04-23,16
80,81,Chloe,Treat Me,"C.Bailey, W.Felder, C.Ailin, K.Sorrells, A.V.Niceforo, W.Mathis, M.A.Crooms, D.Holmes, E.R.Von Jr Jackson","Oakwud, Alex Nice, Ten4",Parkwood/Columbia,-,81,2022-04-23,16
81,82,Doja Cat,Get Into It (Yuh),"A.Z.Dlamini, A.Starace, S.Y.T.Cheung","Y2K, Sully",Kemosabe/RCA,94,68,2022-04-23,16
82,83,Parker McCollum,To Be Loved By You,"P.McCollum, R.Akins",Jon Randall,MCA Nashville,75,41,2022-04-23,16
83,84,Blake Shelton,Come Back As A Country Boy,"M.W.Hardy, J.Thompson, J.M.Schmidt",S.Hendricks,Warner Music Nashville/WMN,81,81,2022-04-23,16
84,85,5 Seconds Of Summer,Complete Mess,"M.Clifford, L.Hemmings, C.Hood, A.Irwin",M.Clifford,BMG,91,85,2022-04-23,16
85,86,The Walters,I Love You So,"C.Ekhaus, D.Wells, L.Olson, M.J.Tirabassi, W.Kosner","C.Ekhaus, The Walters",The Walters/Warner,89,71,2022-04-23,16
86,87,Gunna,Banking On Me,"S.G.Kitchens, L.T.Wayne, P.L.Johnson","Metro Boomin, P.L.Johnson",Gunna/Young Stoner Life/300,78,61,2022-04-23,16
87,88,Kevin Gates Featuring Juicy J,Thinking With My Dick,"J.McArthur, M.K.J.Gilyard, J.M.Houston, T.Thompson",A.McArthur,Bread Winners' Association/Atlantic,67,37,2022-04-23,16
88,89,Scotty McCreery,Damn Strait,"J.A.Collins, T.Tomlinson","F.Rogers, D.Wells, A.Eshuis",Triple Tigers,82,82,2022-04-23,16
89,90,Russell Dickerson & Jake Scott,She Likes It,"R.Dickerson, J.Scott, J.Kerr","J.Kerr, J.Scott",Triple Tigers,86,86,2022-04-23,16
90,91,Gunna Featuring Drake,P Power,"S.G.Kitchens, A.Graham, L.T.Wayne",Metro Boomin,Gunna/Young Stoner Life/300,79,24,2022-04-23,16
91,92,Ari Lennox,Pressure,"C.S.Salter, J.Austin, J.Dupri Mauldin, B.M.Cox, J.Joesy, A.Parrino","J.Dupri, B.M.Cox",Dreamville/Interscope,87,66,2022-04-23,16
92,93,Sebastian Yatra,Dos Oruguitas,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,76,36,2022-04-23,16
93,94,Imagine Dragons,Bones,"D.Reynolds, W.Sermon, B.McKee, D.Platzman, R.L.Fredriksson, M.P.Larsson",Mattman & Robin,KIDinaKORNER/Interscope,93,87,2022-04-23,16
94,95,Coi Leray & Nicki Minaj,Blick Blick!,"B.Collins, O.T.Maraj-Petty, L.S.Gottwald, R.Valdes, R.J.Ogren, M.L.Crook, Kaine, A.T.R.Smith","Dr. Luke, Rocco Did It Again!, Ryan OG, M.L.Crook",Republic,-,37,2022-04-23,16
95,96,Lucky Daye,Over,"F.Lai, D.Brown, D.Emile II, C.DeVonish Jr, M.McGregor, I.Barias, C.Haggins, T.Johnson",D'Mile,Keep Cool/RCA,85,77,2022-04-23,16
96,97,Pusha T Featuring JAY-Z & Pharrell Williams,Neck & Wrist,"T.L.Thornton, P.L.Williams, S.C.Carter",P.L.Williams,G.O.O.D./Def Jam,-,97,2022-04-23,16
97,98,Rauw Alejandro & Chencho Corleone,Desesperados,"R.A.Ocasio Ruiz, O.J.Del Valle Vega, N.K.Segarra, J.Cedeno Echevarria, L.J.Gonzalez, J.M.Collazo Denis, E.L.Perez Rovira, J.E.Pizarro Ruiz","Dimelo Ninow, Dulce Como Candy, El Zorro, Mr. Naisgai",Duars/Sony Music Latin,99,98,2022-04-23,16
98,99,Daddy Yankee & Bad Bunny,X Ultima Vez,"R.L.ayala Rodriguez, B.A.Martinez Ocasio, M.E.Masis Fernandez, J.G.Rivera Vazquez, O.Maldonado Burgos","Daddy Yankee, Tainy",El Cartel/Republic,-,73,2022-04-23,16
99,100,BRELAND Featuring Thomas Rhett,Praise The Lord,"D.Breland, J.R.Durrett, K.Fishman, R.H.Block, Thomas Rhett, M.W.Hardy, J.J.Dillon, D.A.Garcia","J.Bunetta, K.Fishman, J.Durrett",Bad Realm/Atlantic,-,100,2022-04-23,16
