,position,interpret,title,songwriters,producers,label,last_week,peak,week_date,week_nr
35,36,CKay,Love Nwantiti (Ah Ah Ah),"C.C.Ekweani, M.C.Alagwu","CKay, Tempoe",Chocolate City/Warner South Africa/Atlantic,26,26,2022-02-26,8
36,37,Dr. Dre Featuring Snoop Dogg,The Next Episode,"A.R.Young, M.C.Bradford, C.C.Broadus Jr., B.A.Bailey","Dr. Dre, Mel-Man",Aftermath/Interscope/UMe,-,23,2022-02-26,8
37,38,Morgan Wallen,Sand In My Boots,"A.Gorley, M.W.Hardy, J.Osborne",J.Moi,Republic/Big Loud,38,32,2022-02-26,8
38,39,Jordan Davis Featuring Luke Bryan,Buy Dirt,"J.Davis, J.Davis, M.Jenkins, J.Jenkins",P.DiGiovanni,MCA Nashville,35,22,2022-02-26,8
39,40,Eminem,Lose Yourself,"M.B.Mathers III, J.Bass, L.E.Resto",Eminem,Shady/Interscope/UMe,-,1,2022-02-26,8
40,41,Walker Hayes,Fancy Like,"W.Hayes, J.Jenkins, S.Stevens, C.Bartolini","W.Hayes, J.Thibodeau, S.McAnally",Monument/RCA,36,3,2022-02-26,8
41,42,Diane Guerrero & Stephanie Beatriz,What Else Can I Do?,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,33,27,2022-02-26,8
42,43,THE ANXIETY: WILLOW & Tyler Cole,Meet Me At Our Spot,"T.Cole, W.Smith","W.Smith, T.Cole",MSFTSMusic/Roc Nation,39,21,2022-02-26,8
43,44,Chris Stapleton,You Should Probably Leave,"C.Stapleton, A.Gorley, C.DuBois","D.Cobb, C.Stapleton",Mercury Nashville,30,28,2022-02-26,8
44,45,Doja Cat & The Weeknd,You Right,"A.Z.Dlamini, L.S.Gottwald, A.Tesfaye",Dr. Luke,Kemosabe/RCA,37,11,2022-02-26,8
45,46,"Fivio Foreign, Kanye West & Alicia Keys",City Of Gods,"Fivio Foreign, Ye, A.Taggart, Delacey, D.A.Abernathy, Jr., A.Lopez, A.Asif, M.Piper, H.Hamaal, C.D.Tejada, M.G.Dean, M.Williams, R.Cubina","Hemz, Ye, Tweek Tune, Mav, AyooAA, Ojivolta, The Chainsmokers, Dem Jointz",RichFish/Columbia,-,46,2022-02-26,8
46,47,Wizkid Featuring Justin Bieber & Tems,Essence,"A.I.Balogun, R.Isong, O.E.Oniko, U.E.Oniko, T.Openiyi, J.D.Bieber","P2J, Legendury Beatz",Starboy/RCA,42,9,2022-02-26,8
47,48,Charlie Puth,Light Switch,"C.Puth, J.K.Hindlin, J.Torrey",C.Puth,Atlantic,49,42,2022-02-26,8
48,49,Lauren Spencer-Smith,Fingers Crossed,"L.Spencer-Smith, J.Erixson, F.Hall",J.Erixson,Three Name/Island/Republic,34,19,2022-02-26,8
49,50,Sebastian Yatra,Dos Oruguitas,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,41,36,2022-02-26,8
50,51,Parker McCollum,To Be Loved By You,"P.McCollum, R.Akins",Jon Randall,MCA Nashville,48,48,2022-02-26,8
51,52,NEIKED X Mae Muller X Polo G,Better Days,"V.Radstrom, T.T.Bartlett, von tiger, K.Sang, K.Ivert",NEIKED,Neiked Collective/Capitol,32,23,2022-02-26,8
52,53,The Weeknd,Sacrifice,"A.Tesfaye, Axwell, S.Angello, S.Ingrosso, C.Nordstrom, Max Martin, O.T.Holter, K.D.McCord","Swedish House Mafia, Max Martin, O.T.Holter, The Weeknd",XO/Republic,46,11,2022-02-26,8
53,54,Kane Brown,One Mississippi,"K.Brown, J.Frasure, L.Gray, E.K.Smith",D.Huff,RCA Nashville,51,40,2022-02-26,8
54,55,Sam Hunt,23,"S.L.Hunt, C.La Corte, S.McAnally, J.Osborne",C.La Corte,MCA Nashville,58,53,2022-02-26,8
55,56,Kelsea Ballerini Featuring Kenny Chesney,Half Of My Hometown,"K.Ballerini, S.McAnally, R.Copperman, J.Robbins, N.Galyon","K.Ballerini, R.Copperman, J.Robbins",Black River,54,53,2022-02-26,8
56,57,Stephanie Beatriz,Waiting On A Miracle,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,53,48,2022-02-26,8
57,58,"Dierks Bentley, BRELAND & HARDY",Beers On Me,"D.Bentley, D.Breland, R.Copperman, L.Dick, A.Gorley, M.W.Hardy, N.Galyon, N.Moon, B.Johnson","R.Copperman, D.Bentley",Capitol Nashville,57,57,2022-02-26,8
58,59,Walker Hayes,AA,"W.Hayes, S.McAnally, L.Laird","W.Hayes, J.Thibodeau, S.McAnally",Monument,59,55,2022-02-26,8
59,60,Blxst & Tyga Featuring Ty Dolla $ign,Chosen,"M.D.Burdette, T.W.Griffin Jr, M.R.Nguyen-Stevenson, C.J.Wilson, J.W.Grace","Tharealcstylez, ThaRealJFKBeatz, Blxst",Evgle/Red Bull,61,51,2022-02-26,8
60,61,Eric Church,Heart On Fire,E.Church,J.Joyce,EMI Nashville,56,56,2022-02-26,8
61,62,Luke Combs,Doin' This,"L.Combs, D.Parker, R.Williford","L.Combs, Chip Matthews, J.D.Singleton",River House/Columbia Nashville,62,53,2022-02-26,8
62,63,Gunna Featuring Drake,P Power,"S.G.Kitchens, A.Graham, L.T.Wayne",Metro Boomin,Gunna/Young Stoner Life/300,55,24,2022-02-26,8
63,64,"Nardo Wick, Lil Baby & Future",Me Or Sum,"H.Walls, J.Guerrieri-Maril, B.J.Zayas, Jr., X.Martinez, D.Flores, E.Dionisopoulos, N.D.Wilburn, D.A.Jones","Z3N, DVLP",Flawless Ent./RCA,69,64,2022-02-26,8
64,65,Lil Durk Featuring Morgan Wallen,Broadway Girls,"D.D.Banks, M.Wallen, Charlie Handsome, E.K.Smith, R.H.Block, G.W.Block, J.S.Reeves, A.Izquierdo","Charlie Handsome, J.Reeves",Alamo,60,14,2022-02-26,8
65,66,Jimmie Allen & Brad Paisley,Freedom Was A Highway,"J.Allen, A.Bowers, M.Rogers","A.Bowers, J.Allen",Stoney Creek,45,45,2022-02-26,8
66,67,Tate McRae,She's All I Wanna Be,"T.McRae, G.Kurstin",G.Kurstin,RCA,52,52,2022-02-26,8
67,68,King Von & 21 Savage,Don't Play That,"D.Bennett, S.B.A.Joseph",Kid Hazel,King Von/Only The Family/EMPIRE,40,40,2022-02-26,8
68,69,"Nardo Wick Featuring G Herbo, Lil Durk & 21 Savage",Who Want Smoke??,"H.Walls, M.L.Onokey, C.Pfersdorf, H.R.Wright III, D.D.Banks, S.B.A.Joseph",Emkay,Flawless Ent./RCA,64,17,2022-02-26,8
69,70,Juice WRLD,Cigarettes,"J.A.Higgins, N.Mira",N.Mira,Grade A/Interscope,43,43,2022-02-26,8
70,71,Gucci Mane Featuring Lil Durk,Rumors,"B.L.Chambers, D.Moore, D.D.Banks, R.D.Davis","DJ MEECH, Tay Keith",Atlantic,63,51,2022-02-26,8
71,72,Ari Lennox,Pressure,"C.S.Salter, J.Austin, J.Dupri Mauldin, B.M.Cox, J.Joesy, A.Parrino","J.Dupri, B.M.Cox",Dreamville/Interscope,66,66,2022-02-26,8
72,73,Dove Cameron,Boyfriend,"D.Cameron, Delacey, S.Stonestreet, E.Blair",E.Blair,Disruptor/Columbia,-,73,2022-02-26,8
73,74,"Stephanie Beatriz, Olga Merediz, John Leguizamo, Adassa, Maluma & Encanto Cast",All Of You,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,71,71,2022-02-26,8
74,75,Giveon,For Tonight,"G.D.Evans, M.Semaj, A.L.Dixon, S.Thomas","S.Thomas, J.A.Sweet, A.Henry",Not So Fast/Epic,65,61,2022-02-26,8
75,76,Fireboy DML & Ed Sheeran,Peru,"Fireboy DML, E.C.Sheeran, I.Scott IV, Shizzi, K.O.Perine, O.C.Akerele",Shizzi,YBNL Nation/EMPIRE,80,76,2022-02-26,8
76,77,The Chainsmokers,High,"J.K.Hindlin, N.A.Long, A.Pall, A.Taggart, N.Salomon, J.Halavacs, E.Snoreck","Whethan, The Chainsmokers, N.A.Long",Disruptor/Columbia,82,57,2022-02-26,8
77,78,Yung Bleu & Kehlani,Beautiful Lies,"J.Biddle, K.A.Parrish, D.White, C.Jackson, D.Overton","Happie, @ChazzzMusic",Vandross/EMPIRE,81,78,2022-02-26,8
78,79,Cole Swindell / Lainey Wilson,Never Say Never,"J.L.Alexander, C.Swindell, C.McGill",Z.Crowell,Broken Bow/Warner Music Nashville/WMN,67,67,2022-02-26,8
79,80,Acraze Featuring Cherish,Do It To It,"C.Duncker, F.King, N.King Lawrence, R.Richard, S.P.Joseph, J.Williams",Acraze,Thrive/Virgin,70,65,2022-02-26,8
80,81,The Walters,I Love You So,"C.Ekhaus, D.Wells, L.Olson, M.J.Tirabassi, W.Kosner","C.Ekhaus, The Walters",The Walters/Warner,75,71,2022-02-26,8
81,82,Maren Morris,Circles Around This Town,"M.Morris, R.J.Hurd, Julia Michaels, J.Robbins",G.Kurstin,Columbia Nashville,83,63,2022-02-26,8
82,83,Mary J. Blige,Good Morning Gorgeous,"M.J.Blige, D.Emile II, H.E.R., D.Brown, T.Thomas","D'Mile, H.E.R.",Mary Jane/300,-,83,2022-02-26,8
83,84,Miranda Lambert,If I Was A Cowboy,"M.Lambert, J.Frasure","Jon Randall, L.Dick",Vanner/RCA Nashville,85,82,2022-02-26,8
84,85,Em Beihold,Numb Little Bug,"E.Beihold, N.Lopez, A.DeCaro","D.Caton, Falconry, E.Hill",Moon Projects/Republic,91,85,2022-02-26,8
85,86,Moneybagg Yo,Scorpio,"D.D.White, Jr., T.Walker, J.N.Pankey, C.Pearson, J.Rockamore","Skywalker OG, J.Rockamore, YC",CMG/N-Less/Interscope,72,66,2022-02-26,8
86,87,Rod Wave,By Your Side,"R.M.Green, T.Horton, R.Hartlove","TNTxD, Harto",Alamo,79,58,2022-02-26,8
87,88,Michael Ray,Whiskey And Rain,"J.Frasure, J.Thompson",R.Copperman,Warner Music Nashville/WEA,74,37,2022-02-26,8
88,89,Saweetie Featuring H.E.R.,Closer,"A.L.Cantu, B.Powell, D.Harper, H.E.R., Kaine, R.J.Ogren, S.Ahana","Swish, Kaine, M.L.Crook, Ryan OG",ICY/Warner,-,89,2022-02-26,8
89,90,Rod Wave,Cold December,"E.Clauseille, R.M.Green, J.Bradbury, T.Horton, L.Walker, H.Williams Jr.","JB, TNTxD, Lukecmon, ThatBossEvan",Alamo,76,38,2022-02-26,8
90,91,Tiesto & Ava Max,The Motto,"T.M.Verwest, P.J.R.Rycroft, P.Bowman, C.Valentina, A.A.Koci","Tiesto, Lostboy",Musical Freedom/Atlantic,93,91,2022-02-26,8
91,92,ERNEST Featuring Morgan Wallen,Flower Shops,"E.K.Smith, B.D/Burgess, M.L.Holman",J.Moi,Big Loud,95,68,2022-02-26,8
92,93,Carly Pearce & Ashley McBryde,Never Wanted To Be That Girl,"C.Pearce, S.McAnally, A.McBryde","S.McAnally, J.OSborne",Atlantic/Warner Music Nashville/Big Machine/WMN,90,90,2022-02-26,8
93,94,Doja Cat,Get Into It (Yuh),"A.Z.Dlamini, A.Starace, S.Y.T.Cheung","Y2K, Sully",Kemosabe/RCA,86,68,2022-02-26,8
94,95,Jung Kook,Stay Alive,"SUGA, El Capitxn, M.Marcos, L.F.Sveen, G.Brandes, M.Thomson, M.L.Graham, S.W.Park","SUGA, El Capitxn",BigHit Music,-,95,2022-02-26,8
95,96,Taylor Swift,All Too Well (Taylor's Version),"T.Swift, L.Rose","C.Rowe, T.Swift, J.M.Antonoff",Republic,84,1,2022-02-26,8
96,97,Blake Shelton,Come Back As A Country Boy,"M.W.Hardy, J.Thompson, J.M.Schmidt",S.Hendricks,Warner Music Nashville/WMN,89,85,2022-02-26,8
97,98,Chris Brown,Iffy,"C.M.Brown, J.I.Parker, S.D.Jimenez, D.Logan, J.Gaines, E.Bellinger, P.Pigliapoco, A.R.Young, C.J.Jackson, Jr., M.Elizondo, Jr., L.Cedeno, E.Perez, T.Mendez, S.M.Marsden","OG Parker, Smash David, Blaq Tuxedo",CBE/RCA,96,71,2022-02-26,8
98,99,Russell Dickerson,Home Sweet,"R.Dickerson, C.Brown, C.Kelley","C.Brown, D.Huff, R.Dickreson",Triple Tigers,94,88,2022-02-26,8
99,100,Gunna & Future,Too Easy,"S.G.Kitchens, N.D.Wilburn, W.T.Glass, S.Momberger, D.A.Jones","Wheezy, S.Momberger",Gunna/Young Stoner Life/300,92,16,2022-02-26,8
