,position,interpret,title,songwriters,producers,label,last_week,peak,week_date,week_nr
27,28,Lil Durk,Ahhh Ha,"D.D.Banks, J.H.Luellen, B.L.Simmons, L.C.Ragland, K.Latos, B.Roke","J.Luellen, TM88, Too Dope!, Nuki, NFE Paris",Alamo,18,18,2022-04-02,13
28,29,Charlie Puth,Light Switch,"C.Puth, J.K.Hindlin, J.Torrey",C.Puth,Atlantic,33,27,2022-04-02,13
29,30,Luke Combs,Doin' This,"L.Combs, D.Parker, R.Williford","L.Combs, Chip Matthews, J.D.Singleton",River House/Columbia Nashville,45,30,2022-04-02,13
30,31,Doja Cat & The Weeknd,You Right,"A.Z.Dlamini, L.S.Gottwald, A.Tesfaye",Dr. Luke,Kemosabe/RCA,31,11,2022-04-02,13
31,32,Lauren Spencer-Smith,Fingers Crossed,"L.Spencer-Smith, J.Erixson, F.Hall",J.Erixson,Three Name/Island/Republic,38,19,2022-04-02,13
32,33,Jordan Davis Featuring Luke Bryan,Buy Dirt,"J.Davis, J.Davis, M.Jenkins, J.Jenkins",P.DiGiovanni,MCA Nashville,35,22,2022-04-02,13
33,34,Camila Cabello Featuring Ed Sheeran,Bam Bam,"K.C.Cabello, E.C.Sheeran, E.B.Frederic, E.Barrera, C.Alara, Scott Harris","Ricky Reed, C.Alara, E.Barrera",Epic,39,23,2022-04-02,13
34,35,Jessica Darrow,Surface Pressure,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,29,8,2022-04-02,13
35,36,Walker Hayes,Fancy Like,"W.Hayes, J.Jenkins, S.Stevens, C.Bartolini","W.Hayes, J.Thibodeau, S.McAnally",Monument/RCA,36,3,2022-04-02,13
36,37,Coi Leray & Nicki Minaj,Blick Blick!,"B.Collins, O.T.Maraj-Petty, L.S.Gottwald, R.Valdes, R.J.Ogren, M.L.Crook, Kaine, A.T.R.Smith","Dr. Luke, Rocco Did It Again!, Ryan OG, M.L.Crook",Republic,-,37,2022-04-02,13
37,38,Morgan Wallen,Sand In My Boots,"A.Gorley, M.W.Hardy, J.Osborne",J.Moi,Republic/Big Loud,44,30,2022-04-02,13
38,39,CKay,Love Nwantiti (Ah Ah Ah),"C.C.Ekweani, M.C.Alagwu","CKay, Tempoe",Chocolate City/Warner South Africa/Atlantic,41,26,2022-04-02,13
39,40,Cole Swindell / Lainey Wilson,Never Say Never,"J.L.Alexander, C.Swindell, C.McGill",Z.Crowell,Broken Bow/Warner Music Nashville/WMN,51,40,2022-04-02,13
40,41,Walker Hayes,AA,"W.Hayes, S.McAnally, L.Laird","W.Hayes, J.Thibodeau, S.McAnally",Monument,52,41,2022-04-02,13
41,42,Dove Cameron,Boyfriend,"D.Cameron, Delacey, S.Stonestreet, E.Blair",E.Blair,Disruptor/Columbia,49,42,2022-04-02,13
42,43,Kevin Gates Featuring Juicy J,Thinking With My Dick,"J.McArthur, M.K.J.Gilyard, J.M.Houston, T.Thompson",A.McArthur,Bread Winners' Association/Atlantic,37,37,2022-04-02,13
43,44,Elle King & Miranda Lambert,Drunk (And I Don't Wanna Go Home),"Elle King, M.Johnson","M.Johnson, B.Paddock",RCA/Columbia Nashville,56,44,2022-04-02,13
44,45,"Dierks Bentley, BRELAND & HARDY",Beers On Me,"D.Bentley, D.Breland, R.Copperman, L.Dick, A.Gorley, M.W.Hardy, N.Galyon, N.Moon, B.Johnson","R.Copperman, D.Bentley",Capitol Nashville,42,40,2022-04-02,13
45,46,Drake Featuring 21 Savage & Project Pat,Knife Talk,"A.Graham, S.B.A.Joseph, L.T.Wayne, P.Houston, J.M.Houston, R.A.Mayers, P.L.Johnson",Metro Boomin,OVO Sound/Republic,47,4,2022-04-02,13
46,47,Lil Durk Featuring Morgan Wallen,Broadway Girls,"D.D.Banks, M.Wallen, Charlie Handsome, E.K.Smith, R.H.Block, G.W.Block, J.S.Reeves, A.Izquierdo","Charlie Handsome, J.Reeves",Alamo,43,14,2022-04-02,13
47,48,Tate McRae,She's All I Wanna Be,"T.McRae, G.Kurstin",G.Kurstin,RCA,59,48,2022-04-02,13
48,49,Em Beihold,Numb Little Bug,"E.Beihold, N.Lopez, A.DeCaro","D.Caton, Falconry, E.Hill",Moon Projects/Republic,54,48,2022-04-02,13
49,50,4*TOWN (From Disney And Pixar's Turning Red),Nobody Like U,"B.E.O'Connell, F.B.O'Connell",Finneas,Pixar/Walt Disney,-,50,2022-04-02,13
50,51,Tiesto & Ava Max,The Motto,"T.M.Verwest, P.J.R.Rycroft, P.Bowman, C.Valentina, A.A.Koci","Tiesto, Lostboy",Musical Freedom/Atlantic,64,51,2022-04-02,13
51,52,Thomas Rhett,Slow Down Summer,"Thomas Rhett, R.Akins, S.M.Douglas, J.Frasure, A.Gorley","D.Huff, J.Frasure",Valory,62,52,2022-04-02,13
52,53,Sam Hunt,23,"S.L.Hunt, C.La Corte, S.McAnally, J.Osborne",C.La Corte,MCA Nashville,61,53,2022-04-02,13
53,54,Fireboy DML & Ed Sheeran,Peru,"Fireboy DML, E.C.Sheeran, I.Scott IV, Shizzi, K.O.Perine, O.C.Akerele",Shizzi,YBNL Nation/EMPIRE,63,54,2022-04-02,13
54,55,"Stephanie Beatriz, Olga Merediz & Encanto Cast",The Family Madrigal,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,57,20,2022-04-02,13
55,56,Russ Featuring Ktlyn,Handsomer,"Russ, K.M.Bonner",Russ,DIEMON,40,40,2022-04-02,13
56,57,Juice WRLD,Sometimes,"J.A.Higgins, M.A.Flores Curtidor, O.Houston, S.Rahman","D.Wolf, Haan, Otxhello",Grade A/Interscope,-,57,2022-04-02,13
57,58,Parker McCollum,To Be Loved By You,"P.McCollum, R.Akins",Jon Randall,MCA Nashville,50,41,2022-04-02,13
58,59,Eric Church,Heart On Fire,E.Church,J.Joyce,EMI Nashville,71,56,2022-04-02,13
59,60,Maren Morris,Circles Around This Town,"M.Morris, R.J.Hurd, Julia Michaels, J.Robbins",G.Kurstin,Columbia Nashville,74,60,2022-04-02,13
60,61,Lil Durk,Computer Murderers,Not Listed,Not Listed,Alamo,-,61,2022-04-02,13
61,62,Lil Durk Featuring Future,Petty Too,"D.D.Banks, N.D.Wilburn, R.L.Hughey, Jr., B.O.Hughey, A.Maani","iRoc, DJ Young Pharoah, Zypitano",Alamo,26,26,2022-04-02,13
62,63,Nicki Minaj X Lil Baby,Do We Have A Problem?,"O.T.Maraj-Petty, D.A.Jones, J.Goods, A.Woart Jr.",Papi Yerr,Republic,66,2,2022-04-02,13
63,64,JNR CHOI & Sam Tompkins,To The Moon!,"J.Bhasker, P.M.Lawrence II, A.Levine, A.Winkler, Bruno Mars",Parked Up,JNR CHOI/Black Butter/Epic,81,64,2022-04-02,13
64,65,"Nardo Wick, Lil Baby & Future",Me Or Sum,"H.Walls, J.Guerrieri-Maril, B.J.Zayas, Jr., X.Martinez, D.Flores, E.Dionisopoulos, N.D.Wilburn, D.A.Jones","Z3N, DVLP",Flawless Ent./RCA,70,58,2022-04-02,13
65,66,Jack Harlow,Nail Tech,"J.T.Harlow, M.J.Samuels, S.L.Coleman, J.A.Sweet, A.Sims, J.Velazquez, R.Chahayed, M.D.Jones, D.Ford","Boi-1da, Coleman, J.A.Sweet, Fierce, BabeTruth, R.Chahayed",Generation Now/Atlantic,68,18,2022-04-02,13
66,67,ERNEST Featuring Morgan Wallen,Flower Shops,"E.K.Smith, B.D/Burgess, M.L.Holman",J.Moi,Big Loud,78,67,2022-04-02,13
67,68,Lil Durk,No Interviews,"D.D.Banks, T.Turner, H.Velasco","Touch Of Trent, Hoops",Alamo,30,30,2022-04-02,13
68,69,Carly Pearce & Ashley McBryde,Never Wanted To Be That Girl,"C.Pearce, S.McAnally, A.McBryde","S.McAnally, J.OSborne",Atlantic/Warner Music Nashville/Big Machine/WMN,87,69,2022-04-02,13
69,70,Miranda Lambert,If I Was A Cowboy,"M.Lambert, J.Frasure","Jon Randall, L.Dick",Vanner/RCA Nashville,76,70,2022-04-02,13
70,71,Tyga X Doja Cat,Freaky Deaky,"A.Z.Dlamini, M.R.Nguyen-Stevenson, L.S.Gottwald, A.L.Cantu, M.L.Crook, B.Hamlin, R.J.Ogren, S.Vega","Dr. Luke, Ryan OG, M.L.Crook, BHam",Kemosabe/Last Kings/RCA/EMPIRE,75,43,2022-04-02,13
71,72,Carrie Underwood,Ghost Story,"D.A.Garcia, J.Kear, H.Lindsey, H.Wadsworth Longfellow","D.Garcia, C.Underwood",Capitol Nashville,-,72,2022-04-02,13
72,73,Diane Guerrero & Stephanie Beatriz,What Else Can I Do?,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,67,27,2022-04-02,13
73,74,Sebastian Yatra,Dos Oruguitas,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,72,36,2022-04-02,13
74,75,The Chainsmokers,High,"J.K.Hindlin, N.A.Long, A.Pall, A.Taggart, N.Salomon, J.Halavacs, E.Snoreck","Whethan, The Chainsmokers, N.A.Long",Disruptor/Columbia,83,57,2022-04-02,13
75,76,Gucci Mane Featuring Lil Durk,Rumors,"B.L.Chambers, D.Moore, D.D.Banks, R.D.Davis","DJ MEECH, Tay Keith",Atlantic,86,51,2022-04-02,13
76,77,Gunna Featuring Drake,P Power,"S.G.Kitchens, A.Graham, L.T.Wayne",Metro Boomin,Gunna/Young Stoner Life/300,82,24,2022-04-02,13
77,78,Silk Sonic (Bruno Mars & Anderson .Paak),Smokin Out The Window,"Bruno Mars, B.Anderson, D.Emile II","Bruno Mars, D'Mile",Aftermath/Atlantic,80,5,2022-04-02,13
78,79,Lil Durk,Barbarian,"D.D.Banks, J.Lam, D.H.McDowell, R.Hannah","J.Lam, DMAC, PlutoBrazy",Alamo,48,48,2022-04-02,13
79,80,Lil Durk,Golden Child,"D.D.Banks, C.Ward, K.Gomringer, T.Gomringer, C.Pearson, J.D.Nelson","HITMAKA, Cubeatz, YC, Real Red",Alamo,34,34,2022-04-02,13
80,81,Ari Lennox,Pressure,"C.S.Salter, J.Austin, J.Dupri Mauldin, B.M.Cox, J.Joesy, A.Parrino","J.Dupri, B.M.Cox",Dreamville/Interscope,84,66,2022-04-02,13
81,82,Yung Bleu & Kehlani,Beautiful Lies,"J.Biddle, K.A.Parrish, D.White, C.Jackson, D.Overton","Happie, @ChazzzMusic",Vandross/EMPIRE,77,65,2022-04-02,13
82,83,HARDY,Give Heaven Some Hell,"M.W.Hardy, A.Gorley, B.Johnson, H.Phelps","J.Moi, D.Wells",Big Loud,91,83,2022-04-02,13
83,84,AnnenMayKantereit & Giant Rooks,Tom's Diner,S.Vega,F.Langer,Vertigo/Mercury/Republic,-,84,2022-04-02,13
84,85,The Walters,I Love You So,"C.Ekhaus, D.Wells, L.Olson, M.J.Tirabassi, W.Kosner","C.Ekhaus, The Walters",The Walters/Warner,89,71,2022-04-02,13
85,86,Kelsea Ballerini Featuring Kenny Chesney,Half Of My Hometown,"K.Ballerini, S.McAnally, R.Copperman, J.Robbins, N.Galyon","K.Ballerini, R.Copperman, J.Robbins",Black River,88,53,2022-04-02,13
86,87,Imagine Dragons,Bones,"D.Reynolds, W.Sermon, B.McKee, D.Platzman, R.L.Fredriksson, M.P.Larsson",Mattman & Robin,KIDinaKORNER/Interscope,93,87,2022-04-02,13
87,88,Rod Wave,By Your Side,"R.M.Green, T.Horton, R.Hartlove","TNTxD, Harto",Alamo,96,58,2022-04-02,13
88,89,Gunna,Banking On Me,"S.G.Kitchens, L.T.Wayne, P.L.Johnson","Metro Boomin, P.L.Johnson",Gunna/Young Stoner Life/300,90,61,2022-04-02,13
89,90,Blake Shelton,Come Back As A Country Boy,"M.W.Hardy, J.Thompson, J.M.Schmidt",S.Hendricks,Warner Music Nashville/WMN,-,85,2022-04-02,13
90,91,Machine Gun Kelly & Bring Me The Horizon,Maybe,"R.C.Baker, T.L.Barker, N.A.Long, O.Fedi, S.Basil, B.Allen, O.S.Sykes, J.Fish","T.L.Barker, O.Fedi, SlimXX, BazeXX, N.A.Long",EST19XX/Bad Boy/Interscope,-,91,2022-04-02,13
91,92,Lucky Daye,Over,"F.Lai, D.Brown, D.Emile II, C.DeVonish Jr, M.McGregor, I.Barias, C.Haggins, T.Johnson",D'Mile,Keep Cool/RCA,-,92,2022-04-02,13
92,93,"Fivio Foreign, Kanye West & Alicia Keys",City Of Gods,"Fivio Foreign, Ye, A.Taggart, Delacey, D.A.Abernathy, Jr., A.Lopez, A.Asif, M.Piper, H.Hamaal, C.D.Tejada, M.G.Dean, M.Williams, R.Cubina","Hemz, Ye, Tweek Tune, Mav, AyooAA, Ojivolta, The Chainsmokers, Dem Jointz",RichFish/Columbia,99,46,2022-04-02,13
93,94,Lil Durk,Smoking & Thinking,"C.Hubler, D.D.Banks, M.Decampos, D.Richmond, G.Kerr","DJ FMCT, DJ Bandz, STG2x, Uncle Cameron",Alamo,60,60,2022-04-02,13
94,95,Yeat,Money So Big,Not Listed,Not Listed,TwizzyRich/Geffen/Interscope,-,95,2022-04-02,13
95,96,Saweetie Featuring H.E.R.,Closer,"A.L.Cantu, B.Powell, D.Harper, H.E.R., Kaine, R.J.Ogren, S.Ahana","Swish, Kaine, M.L.Crook, Ryan OG",ICY/Warner,100,89,2022-04-02,13
96,97,Labrinth & Zendaya,I'm Tired,"Labrinth, Zendaya, S.Levinson",Labrinth,HBO/Columbia,92,53,2022-04-02,13
97,98,Russell Dickerson & Jake Scott,She Likes It,"R.Dickerson, J.Scott, J.Kerr","J.Kerr, J.Scott",Triple Tigers,-,98,2022-04-02,13
98,99,BoyWithUke X blackbear,IDGAF,"BoyWithUke, M.T.Musto",BoyWithUke,BoyWithUke/Republic,-,99,2022-04-02,13
99,100,Stephanie Beatriz,Waiting On A Miracle,L.M.Miranda,"L.M.Miranda, M.Elizondo",Walt Disney,97,48,2022-04-02,13
